game_id,season,week,gameday,team_id,opponent_team,is_home,points_for,points_against,win,games_played_before,cum_wins_before,cum_losses_before,cum_points_for_before,cum_points_against_before,pregame_win_pct,pregame_points_for_pg,pregame_points_against_pg,pregame_point_diff_pg,days_rest
2010_W01_ARI_at_STL,2010,1,2010-09-12,ARI,STL,0,17,13,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7.0
2010_W02_ARI_at_ATL,2010,2,2010-09-19,ARI,ATL,0,7,41,0,1,1.0,0.0,17.0,13.0,1.0,17.0,13.0,4.0,7.0
2010_W03_OAK_at_ARI,2010,3,2010-09-26,ARI,OAK,1,24,23,1,2,1.0,1.0,24.0,54.0,0.5,12.0,27.0,-15.0,7.0
2010_W04_ARI_at_SD,2010,4,2010-10-03,ARI,SD,0,10,41,0,3,2.0,1.0,48.0,77.0,0.6666666666666666,16.0,25.666666666666668,-9.666666666666668,7.0
2010_W05_NO_at_ARI,2010,5,2010-10-10,ARI,NO,1,30,20,1,4,2.0,2.0,58.0,118.0,0.5,14.5,29.5,-15.0,7.0
2010_W07_ARI_at_SEA,2010,7,2010-10-24,ARI,SEA,0,10,22,0,5,3.0,2.0,88.0,138.0,0.6,17.6,27.6,-10.0,14.0
2010_W08_TB_at_ARI,2010,8,2010-10-31,ARI,TB,1,35,38,0,6,3.0,3.0,98.0,160.0,0.5,16.333333333333332,26.666666666666668,-10.333333333333336,7.0
2010_W09_ARI_at_MIN,2010,9,2010-11-07,ARI,MIN,0,24,27,0,7,3.0,4.0,133.0,198.0,0.42857142857142855,19.0,28.285714285714285,-9.285714285714285,7.0
2010_W10_SEA_at_ARI,2010,10,2010-11-14,ARI,SEA,1,18,36,0,8,3.0,5.0,157.0,225.0,0.375,19.625,28.125,-8.5,7.0
2010_W11_ARI_at_KC,2010,11,2010-11-21,ARI,KC,0,13,31,0,9,3.0,6.0,175.0,261.0,0.3333333333333333,19.444444444444443,29.0,-9.555555555555557,7.0
2010_W12_SF_at_ARI,2010,12,2010-11-29,ARI,SF,1,6,27,0,10,3.0,7.0,188.0,292.0,0.3,18.8,29.2,-10.399999999999999,8.0
2010_W13_STL_at_ARI,2010,13,2010-12-05,ARI,STL,1,6,19,0,11,3.0,8.0,194.0,319.0,0.2727272727272727,17.636363636363637,29.0,-11.363636363636363,6.0
2010_W14_DEN_at_ARI,2010,14,2010-12-12,ARI,DEN,1,43,13,1,12,3.0,9.0,200.0,338.0,0.25,16.666666666666668,28.166666666666668,-11.5,7.0
2010_W15_ARI_at_CAR,2010,15,2010-12-19,ARI,CAR,0,12,19,0,13,4.0,9.0,243.0,351.0,0.3076923076923077,18.692307692307693,27.0,-8.307692307692307,7.0
2010_W16_DAL_at_ARI,2010,16,2010-12-25,ARI,DAL,1,27,26,1,14,4.0,10.0,255.0,370.0,0.2857142857142857,18.214285714285715,26.428571428571427,-8.214285714285712,6.0
2010_W17_ARI_at_SF,2010,17,2011-01-02,ARI,SF,0,7,38,0,15,5.0,10.0,282.0,396.0,0.3333333333333333,18.8,26.4,-7.599999999999998,8.0
2011_W01_CAR_at_ARI,2011,1,2011-09-11,ARI,CAR,1,28,21,1,16,5.0,11.0,289.0,434.0,0.3125,18.0625,27.125,-9.0625,252.0
2011_W02_ARI_at_WAS,2011,2,2011-09-18,ARI,WAS,0,21,22,0,17,6.0,11.0,317.0,455.0,0.35294117647058826,18.647058823529413,26.764705882352942,-8.117647058823529,7.0
2011_W03_ARI_at_SEA,2011,3,2011-09-25,ARI,SEA,0,10,13,0,18,6.0,12.0,338.0,477.0,0.3333333333333333,18.77777777777778,26.5,-7.722222222222221,7.0
2011_W04_NYG_at_ARI,2011,4,2011-10-02,ARI,NYG,1,27,31,0,19,6.0,13.0,348.0,490.0,0.3157894736842105,18.31578947368421,25.789473684210527,-7.473684210526319,7.0
2011_W05_ARI_at_MIN,2011,5,2011-10-09,ARI,MIN,0,10,34,0,20,6.0,14.0,375.0,521.0,0.3,18.75,26.05,-7.300000000000001,7.0
2011_W07_PIT_at_ARI,2011,7,2011-10-23,ARI,PIT,1,20,32,0,21,6.0,15.0,385.0,555.0,0.2857142857142857,18.333333333333332,26.428571428571427,-8.095238095238095,14.0
2011_W08_ARI_at_BAL,2011,8,2011-10-30,ARI,BAL,0,27,30,0,22,6.0,16.0,405.0,587.0,0.2727272727272727,18.40909090909091,26.681818181818183,-8.272727272727273,7.0
2011_W09_STL_at_ARI,2011,9,2011-11-06,ARI,STL,1,19,13,1,23,6.0,17.0,432.0,617.0,0.2608695652173913,18.782608695652176,26.82608695652174,-8.043478260869563,7.0
2011_W10_ARI_at_PHI,2011,10,2011-11-13,ARI,PHI,0,21,17,1,24,7.0,17.0,451.0,630.0,0.2916666666666667,18.791666666666668,26.25,-7.458333333333332,7.0
2011_W11_ARI_at_SF,2011,11,2011-11-20,ARI,SF,0,7,23,0,25,8.0,17.0,472.0,647.0,0.32,18.88,25.88,-7.0,7.0
2011_W12_ARI_at_STL,2011,12,2011-11-27,ARI,STL,0,23,20,1,26,8.0,18.0,479.0,670.0,0.3076923076923077,18.423076923076923,25.76923076923077,-7.346153846153847,7.0
2011_W13_DAL_at_ARI,2011,13,2011-12-04,ARI,DAL,1,19,13,1,27,9.0,18.0,502.0,690.0,0.3333333333333333,18.59259259259259,25.555555555555557,-6.9629629629629655,7.0
2011_W14_SF_at_ARI,2011,14,2011-12-11,ARI,SF,1,21,19,1,28,10.0,18.0,521.0,703.0,0.35714285714285715,18.607142857142858,25.107142857142858,-6.5,7.0
2011_W15_CLE_at_ARI,2011,15,2011-12-18,ARI,CLE,1,20,17,1,29,11.0,18.0,542.0,722.0,0.3793103448275862,18.689655172413794,24.896551724137932,-6.206896551724139,7.0
2011_W16_ARI_at_CIN,2011,16,2011-12-24,ARI,CIN,0,16,23,0,30,12.0,18.0,562.0,739.0,0.4,18.733333333333334,24.633333333333333,-5.899999999999999,6.0
2011_W17_SEA_at_ARI,2011,17,2012-01-01,ARI,SEA,1,23,20,1,31,12.0,19.0,578.0,762.0,0.3870967741935484,18.64516129032258,24.580645161290324,-5.935483870967744,8.0
2012_W01_SEA_at_ARI,2012,1,2012-09-09,ARI,SEA,1,20,16,1,32,13.0,19.0,601.0,782.0,0.40625,18.78125,24.4375,-5.65625,252.0
2012_W02_ARI_at_NE,2012,2,2012-09-16,ARI,NE,0,20,18,1,33,14.0,19.0,621.0,798.0,0.42424242424242425,18.818181818181817,24.181818181818183,-5.363636363636367,7.0
2012_W03_PHI_at_ARI,2012,3,2012-09-23,ARI,PHI,1,27,6,1,34,15.0,19.0,641.0,816.0,0.4411764705882353,18.852941176470587,24.0,-5.147058823529413,7.0
2012_W04_MIA_at_ARI,2012,4,2012-09-30,ARI,MIA,1,24,21,1,35,16.0,19.0,668.0,822.0,0.45714285714285713,19.085714285714285,23.485714285714284,-4.399999999999999,7.0
2012_W05_ARI_at_STL,2012,5,2012-10-04,ARI,STL,0,3,17,0,36,17.0,19.0,692.0,843.0,0.4722222222222222,19.22222222222222,23.416666666666668,-4.194444444444446,4.0
2012_W06_BUF_at_ARI,2012,6,2012-10-14,ARI,BUF,1,16,19,0,37,17.0,20.0,695.0,860.0,0.4594594594594595,18.783783783783782,23.243243243243242,-4.45945945945946,10.0
2012_W07_ARI_at_MIN,2012,7,2012-10-21,ARI,MIN,0,14,21,0,38,17.0,21.0,711.0,879.0,0.4473684210526316,18.710526315789473,23.13157894736842,-4.421052631578949,7.0
2012_W08_SF_at_ARI,2012,8,2012-10-29,ARI,SF,1,3,24,0,39,17.0,22.0,725.0,900.0,0.4358974358974359,18.58974358974359,23.076923076923077,-4.4871794871794854,8.0
2012_W09_ARI_at_GB,2012,9,2012-11-04,ARI,GB,0,17,31,0,40,17.0,23.0,728.0,924.0,0.425,18.2,23.1,-4.900000000000002,6.0
2012_W11_ARI_at_ATL,2012,11,2012-11-18,ARI,ATL,0,19,23,0,41,17.0,24.0,745.0,955.0,0.4146341463414634,18.170731707317074,23.29268292682927,-5.121951219512194,14.0
2012_W12_STL_at_ARI,2012,12,2012-11-25,ARI,STL,1,17,31,0,42,17.0,25.0,764.0,978.0,0.40476190476190477,18.19047619047619,23.285714285714285,-5.095238095238095,7.0
2012_W13_ARI_at_NYJ,2012,13,2012-12-02,ARI,NYJ,0,6,7,0,43,17.0,26.0,781.0,1009.0,0.3953488372093023,18.162790697674417,23.46511627906977,-5.302325581395351,7.0
2012_W14_ARI_at_SEA,2012,14,2012-12-09,ARI,SEA,0,0,58,0,44,17.0,27.0,787.0,1016.0,0.38636363636363635,17.886363636363637,23.09090909090909,-5.204545454545453,7.0
2012_W15_DET_at_ARI,2012,15,2012-12-16,ARI,DET,1,38,10,1,45,17.0,28.0,787.0,1074.0,0.37777777777777777,17.488888888888887,23.866666666666667,-6.37777777777778,7.0
2012_W16_CHI_at_ARI,2012,16,2012-12-23,ARI,CHI,1,13,28,0,46,18.0,28.0,825.0,1084.0,0.391304347826087,17.934782608695652,23.565217391304348,-5.630434782608695,7.0
2012_W17_ARI_at_SF,2012,17,2012-12-30,ARI,SF,0,13,27,0,47,18.0,29.0,838.0,1112.0,0.3829787234042553,17.829787234042552,23.659574468085108,-5.829787234042556,7.0
2013_W01_ARI_at_STL,2013,1,2013-09-08,ARI,STL,0,24,27,0,48,18.0,30.0,851.0,1139.0,0.375,17.729166666666668,23.729166666666668,-6.0,252.0
2013_W02_DET_at_ARI,2013,2,2013-09-15,ARI,DET,1,25,21,1,49,18.0,31.0,875.0,1166.0,0.3673469387755102,17.857142857142858,23.79591836734694,-5.938775510204081,7.0
2013_W03_ARI_at_NO,2013,3,2013-09-22,ARI,NO,0,7,31,0,50,19.0,31.0,900.0,1187.0,0.38,18.0,23.74,-5.739999999999998,7.0
2013_W04_ARI_at_TB,2013,4,2013-09-29,ARI,TB,0,13,10,1,51,19.0,32.0,907.0,1218.0,0.37254901960784315,17.784313725490197,23.88235294117647,-6.098039215686274,7.0
2013_W05_CAR_at_ARI,2013,5,2013-10-06,ARI,CAR,1,22,6,1,52,20.0,32.0,920.0,1228.0,0.38461538461538464,17.692307692307693,23.615384615384617,-5.923076923076923,7.0
2013_W06_ARI_at_SF,2013,6,2013-10-13,ARI,SF,0,20,32,0,53,21.0,32.0,942.0,1234.0,0.39622641509433965,17.77358490566038,23.28301886792453,-5.509433962264151,7.0
2013_W07_SEA_at_ARI,2013,7,2013-10-17,ARI,SEA,1,22,34,0,54,21.0,33.0,962.0,1266.0,0.3888888888888889,17.814814814814813,23.444444444444443,-5.62962962962963,4.0
2013_W08_ATL_at_ARI,2013,8,2013-10-27,ARI,ATL,1,27,13,1,55,21.0,34.0,984.0,1300.0,0.38181818181818183,17.89090909090909,23.636363636363637,-5.745454545454546,10.0
2013_W10_HOU_at_ARI,2013,10,2013-11-10,ARI,HOU,1,27,24,1,56,22.0,34.0,1011.0,1313.0,0.39285714285714285,18.053571428571427,23.446428571428573,-5.392857142857146,14.0
2013_W11_ARI_at_JAX,2013,11,2013-11-17,ARI,JAX,0,27,14,1,57,23.0,34.0,1038.0,1337.0,0.40350877192982454,18.210526315789473,23.45614035087719,-5.245614035087719,7.0
2013_W12_IND_at_ARI,2013,12,2013-11-24,ARI,IND,1,40,11,1,58,24.0,34.0,1065.0,1351.0,0.41379310344827586,18.362068965517242,23.29310344827586,-4.931034482758619,7.0
2013_W13_ARI_at_PHI,2013,13,2013-12-01,ARI,PHI,0,21,24,0,59,25.0,34.0,1105.0,1362.0,0.423728813559322,18.728813559322035,23.084745762711865,-4.3559322033898304,7.0
2013_W14_STL_at_ARI,2013,14,2013-12-08,ARI,STL,1,30,10,1,60,25.0,35.0,1126.0,1386.0,0.4166666666666667,18.766666666666666,23.1,-4.333333333333336,7.0
2013_W15_ARI_at_TEN,2013,15,2013-12-15,ARI,TEN,0,37,34,1,61,26.0,35.0,1156.0,1396.0,0.4262295081967213,18.950819672131146,22.885245901639344,-3.9344262295081975,7.0
2013_W16_ARI_at_SEA,2013,16,2013-12-22,ARI,SEA,0,17,10,1,62,27.0,35.0,1193.0,1430.0,0.43548387096774194,19.241935483870968,23.06451612903226,-3.822580645161292,7.0
2013_W17_SF_at_ARI,2013,17,2013-12-29,ARI,SF,1,20,23,0,63,28.0,35.0,1210.0,1440.0,0.4444444444444444,19.206349206349206,22.857142857142858,-3.650793650793652,7.0
2014_W01_SD_at_ARI,2014,1,2014-09-08,ARI,SD,1,18,17,1,64,28.0,36.0,1230.0,1463.0,0.4375,19.21875,22.859375,-3.640625,253.0
2014_W02_ARI_at_NYG,2014,2,2014-09-14,ARI,NYG,0,25,14,1,65,29.0,36.0,1248.0,1480.0,0.4461538461538462,19.2,22.76923076923077,-3.5692307692307708,6.0
2014_W03_SF_at_ARI,2014,3,2014-09-21,ARI,SF,1,23,14,1,66,30.0,36.0,1273.0,1494.0,0.45454545454545453,19.28787878787879,22.636363636363637,-3.3484848484848477,7.0
2014_W05_ARI_at_DEN,2014,5,2014-10-05,ARI,DEN,0,20,41,0,67,31.0,36.0,1296.0,1508.0,0.4626865671641791,19.34328358208955,22.507462686567163,-3.1641791044776113,14.0
2014_W06_WAS_at_ARI,2014,6,2014-10-12,ARI,WAS,1,30,20,1,68,31.0,37.0,1316.0,1549.0,0.45588235294117646,19.352941176470587,22.779411764705884,-3.426470588235297,7.0
2014_W07_ARI_at_OAK,2014,7,2014-10-19,ARI,OAK,0,24,13,1,69,32.0,37.0,1346.0,1569.0,0.463768115942029,19.507246376811594,22.73913043478261,-3.2318840579710155,7.0
2014_W08_PHI_at_ARI,2014,8,2014-10-26,ARI,PHI,1,24,20,1,70,33.0,37.0,1370.0,1582.0,0.4714285714285714,19.571428571428573,22.6,-3.0285714285714285,7.0
2014_W09_ARI_at_DAL,2014,9,2014-11-02,ARI,DAL,0,28,17,1,71,34.0,37.0,1394.0,1602.0,0.4788732394366197,19.633802816901408,22.56338028169014,-2.929577464788732,7.0
2014_W10_STL_at_ARI,2014,10,2014-11-09,ARI,STL,1,31,14,1,72,35.0,37.0,1422.0,1619.0,0.4861111111111111,19.75,22.48611111111111,-2.7361111111111107,7.0
2014_W11_DET_at_ARI,2014,11,2014-11-16,ARI,DET,1,14,6,1,73,36.0,37.0,1453.0,1633.0,0.4931506849315068,19.904109589041095,22.36986301369863,-2.465753424657535,7.0
2014_W12_ARI_at_SEA,2014,12,2014-11-23,ARI,SEA,0,3,19,0,74,37.0,37.0,1467.0,1639.0,0.5,19.824324324324323,22.14864864864865,-2.3243243243243263,7.0
2014_W13_ARI_at_ATL,2014,13,2014-11-30,ARI,ATL,0,18,29,0,75,37.0,38.0,1470.0,1658.0,0.49333333333333335,19.6,22.106666666666666,-2.506666666666664,7.0
2014_W14_KC_at_ARI,2014,14,2014-12-07,ARI,KC,1,17,14,1,76,37.0,39.0,1488.0,1687.0,0.4868421052631579,19.57894736842105,22.19736842105263,-2.6184210526315788,7.0
2014_W15_ARI_at_STL,2014,15,2014-12-11,ARI,STL,0,12,6,1,77,38.0,39.0,1505.0,1701.0,0.4935064935064935,19.545454545454547,22.09090909090909,-2.545454545454543,4.0
2014_W16_SEA_at_ARI,2014,16,2014-12-21,ARI,SEA,1,6,35,0,78,39.0,39.0,1517.0,1707.0,0.5,19.44871794871795,21.884615384615383,-2.4358974358974343,10.0
2014_W17_ARI_at_SF,2014,17,2014-12-28,ARI,SF,0,17,20,0,79,39.0,40.0,1523.0,1742.0,0.4936708860759494,19.27848101265823,22.050632911392405,-2.772151898734176,7.0
2015_W01_NO_at_ARI,2015,1,2015-09-13,ARI,NO,1,31,19,1,80,39.0,41.0,1540.0,1762.0,0.4875,19.25,22.025,-2.7749999999999986,259.0
2015_W02_ARI_at_CHI,2015,2,2015-09-20,ARI,CHI,0,48,23,1,81,40.0,41.0,1571.0,1781.0,0.49382716049382713,19.395061728395063,21.987654320987655,-2.5925925925925917,7.0
2015_W03_SF_at_ARI,2015,3,2015-09-27,ARI,SF,1,47,7,1,82,41.0,41.0,1619.0,1804.0,0.5,19.74390243902439,22.0,-2.2560975609756113,7.0
2015_W04_STL_at_ARI,2015,4,2015-10-04,ARI,STL,1,22,24,0,83,42.0,41.0,1666.0,1811.0,0.5060240963855421,20.072289156626507,21.819277108433734,-1.7469879518072275,7.0
2015_W05_ARI_at_DET,2015,5,2015-10-11,ARI,DET,0,42,17,1,84,42.0,42.0,1688.0,1835.0,0.5,20.095238095238095,21.845238095238095,-1.75,7.0
2015_W06_ARI_at_PIT,2015,6,2015-10-18,ARI,PIT,0,13,25,0,85,43.0,42.0,1730.0,1852.0,0.5058823529411764,20.352941176470587,21.788235294117648,-1.4352941176470608,7.0
2015_W07_BAL_at_ARI,2015,7,2015-10-26,ARI,BAL,1,26,18,1,86,43.0,43.0,1743.0,1877.0,0.5,20.267441860465116,21.825581395348838,-1.558139534883722,8.0
2015_W08_ARI_at_CLE,2015,8,2015-11-01,ARI,CLE,0,34,20,1,87,44.0,43.0,1769.0,1895.0,0.5057471264367817,20.333333333333332,21.7816091954023,-1.448275862068968,6.0
2015_W10_ARI_at_SEA,2015,10,2015-11-15,ARI,SEA,0,39,32,1,88,45.0,43.0,1803.0,1915.0,0.5113636363636364,20.488636363636363,21.761363636363637,-1.2727272727272734,14.0
2015_W11_CIN_at_ARI,2015,11,2015-11-22,ARI,CIN,1,34,31,1,89,46.0,43.0,1842.0,1947.0,0.5168539325842697,20.696629213483146,21.876404494382022,-1.1797752808988768,7.0
2015_W12_ARI_at_SF,2015,12,2015-11-29,ARI,SF,0,19,13,1,90,47.0,43.0,1876.0,1978.0,0.5222222222222223,20.844444444444445,21.977777777777778,-1.1333333333333329,7.0
2015_W13_ARI_at_STL,2015,13,2015-12-06,ARI,STL,0,27,3,1,91,48.0,43.0,1895.0,1991.0,0.5274725274725275,20.824175824175825,21.87912087912088,-1.0549450549450547,7.0
2015_W14_MIN_at_ARI,2015,14,2015-12-10,ARI,MIN,1,23,20,1,92,49.0,43.0,1922.0,1994.0,0.532608695652174,20.891304347826086,21.67391304347826,-0.7826086956521756,4.0
2015_W15_ARI_at_PHI,2015,15,2015-12-20,ARI,PHI,0,40,17,1,93,50.0,43.0,1945.0,2014.0,0.5376344086021505,20.913978494623656,21.655913978494624,-0.741935483870968,10.0
2015_W16_GB_at_ARI,2015,16,2015-12-27,ARI,GB,1,38,8,1,94,51.0,43.0,1985.0,2031.0,0.5425531914893617,21.117021276595743,21.606382978723403,-0.4893617021276597,7.0
2015_W17_SEA_at_ARI,2015,17,2016-01-03,ARI,SEA,1,6,36,0,95,52.0,43.0,2023.0,2039.0,0.5473684210526316,21.294736842105262,21.46315789473684,-0.16842105263157947,7.0
2016_W01_NE_at_ARI,2016,1,2016-09-11,ARI,NE,1,21,23,0,96,52.0,44.0,2029.0,2075.0,0.5416666666666666,21.135416666666668,21.614583333333332,-0.4791666666666643,252.0
2016_W02_TB_at_ARI,2016,2,2016-09-18,ARI,TB,1,40,7,1,97,52.0,45.0,2050.0,2098.0,0.5360824742268041,21.1340206185567,21.628865979381445,-0.49484536082474406,7.0
2016_W03_ARI_at_BUF,2016,3,2016-09-25,ARI,BUF,0,18,33,0,98,53.0,45.0,2090.0,2105.0,0.5408163265306123,21.3265306122449,21.479591836734695,-0.15306122448979664,7.0
2016_W04_LA_at_ARI,2016,4,2016-10-02,ARI,LA,1,13,17,0,99,53.0,46.0,2108.0,2138.0,0.5353535353535354,21.292929292929294,21.595959595959595,-0.303030303030301,7.0
2016_W05_ARI_at_SF,2016,5,2016-10-06,ARI,SF,0,33,21,1,100,53.0,47.0,2121.0,2155.0,0.53,21.21,21.55,-0.33999999999999986,4.0
2016_W06_NYJ_at_ARI,2016,6,2016-10-17,ARI,NYJ,1,28,3,1,101,54.0,47.0,2154.0,2176.0,0.5346534653465347,21.326732673267326,21.544554455445546,-0.2178217821782198,11.0
2016_W07_SEA_at_ARI,2016,7,2016-10-23,ARI,SEA,1,6,6,0,102,55.0,47.0,2182.0,2179.0,0.5392156862745098,21.392156862745097,21.362745098039216,0.029411764705880472,6.0
2016_W08_ARI_at_CAR,2016,8,2016-10-30,ARI,CAR,0,20,30,0,103,55.0,48.0,2188.0,2185.0,0.5339805825242718,21.24271844660194,21.21359223300971,0.029126213592231665,7.0
2016_W10_SF_at_ARI,2016,10,2016-11-13,ARI,SF,1,23,20,1,104,55.0,49.0,2208.0,2215.0,0.5288461538461539,21.23076923076923,21.298076923076923,-0.0673076923076934,14.0
2016_W11_ARI_at_MIN,2016,11,2016-11-20,ARI,MIN,0,24,30,0,105,56.0,49.0,2231.0,2235.0,0.5333333333333333,21.247619047619047,21.285714285714285,-0.03809523809523796,7.0
2016_W12_ARI_at_ATL,2016,12,2016-11-27,ARI,ATL,0,19,38,0,106,56.0,50.0,2255.0,2265.0,0.5283018867924528,21.27358490566038,21.367924528301888,-0.09433962264150964,7.0
2016_W13_WAS_at_ARI,2016,13,2016-12-04,ARI,WAS,1,31,23,1,107,56.0,51.0,2274.0,2303.0,0.5233644859813084,21.252336448598133,21.523364485981308,-0.27102803738317505,7.0
2016_W14_ARI_at_MIA,2016,14,2016-12-11,ARI,MIA,0,23,26,0,108,57.0,51.0,2305.0,2326.0,0.5277777777777778,21.34259259259259,21.537037037037038,-0.19444444444444642,7.0
2016_W15_NO_at_ARI,2016,15,2016-12-18,ARI,NO,1,41,48,0,109,57.0,52.0,2328.0,2352.0,0.5229357798165137,21.357798165137616,21.577981651376145,-0.220183486238529,7.0
2016_W16_ARI_at_SEA,2016,16,2016-12-24,ARI,SEA,0,34,31,1,110,57.0,53.0,2369.0,2400.0,0.5181818181818182,21.536363636363635,21.818181818181817,-0.2818181818181813,6.0
2016_W17_ARI_at_LA,2016,17,2017-01-01,ARI,LA,0,44,6,1,111,58.0,53.0,2403.0,2431.0,0.5225225225225225,21.64864864864865,21.9009009009009,-0.25225225225225145,8.0
2017_W01_ARI_at_DET,2017,1,2017-09-10,ARI,DET,0,23,35,0,112,59.0,53.0,2447.0,2437.0,0.5267857142857143,21.848214285714285,21.758928571428573,0.08928571428571175,252.0
2017_W02_ARI_at_IND,2017,2,2017-09-17,ARI,IND,0,16,13,1,113,59.0,54.0,2470.0,2472.0,0.5221238938053098,21.858407079646017,21.876106194690266,-0.01769911504424826,7.0
2017_W03_DAL_at_ARI,2017,3,2017-09-25,ARI,DAL,1,17,28,0,114,60.0,54.0,2486.0,2485.0,0.5263157894736842,21.80701754385965,21.79824561403509,0.008771929824561653,8.0
2017_W04_SF_at_ARI,2017,4,2017-10-01,ARI,SF,1,18,15,1,115,60.0,55.0,2503.0,2513.0,0.5217391304347826,21.765217391304347,21.85217391304348,-0.0869565217391326,6.0
2017_W05_ARI_at_PHI,2017,5,2017-10-08,ARI,PHI,0,7,34,0,116,61.0,55.0,2521.0,2528.0,0.5258620689655172,21.732758620689655,21.79310344827586,-0.060344827586206407,7.0
2017_W06_TB_at_ARI,2017,6,2017-10-15,ARI,TB,1,38,33,1,117,61.0,56.0,2528.0,2562.0,0.5213675213675214,21.60683760683761,21.897435897435898,-0.29059829059828957,7.0
2017_W07_ARI_at_LA,2017,7,2017-10-22,ARI,LA,0,0,33,0,118,62.0,56.0,2566.0,2595.0,0.5254237288135594,21.74576271186441,21.991525423728813,-0.2457627118644048,7.0
2017_W09_ARI_at_SF,2017,9,2017-11-05,ARI,SF,0,20,10,1,119,62.0,57.0,2566.0,2628.0,0.5210084033613446,21.563025210084035,22.084033613445378,-0.5210084033613427,14.0
2017_W10_SEA_at_ARI,2017,10,2017-11-09,ARI,SEA,1,16,22,0,120,63.0,57.0,2586.0,2638.0,0.525,21.55,21.983333333333334,-0.43333333333333357,4.0
2017_W11_ARI_at_HOU,2017,11,2017-11-19,ARI,HOU,0,21,31,0,121,63.0,58.0,2602.0,2660.0,0.5206611570247934,21.50413223140496,21.983471074380166,-0.47933884297520635,10.0
2017_W12_JAX_at_ARI,2017,12,2017-11-26,ARI,JAX,1,27,24,1,122,63.0,59.0,2623.0,2691.0,0.5163934426229508,21.5,22.057377049180328,-0.557377049180328,7.0
2017_W13_LA_at_ARI,2017,13,2017-12-03,ARI,LA,1,16,32,0,123,64.0,59.0,2650.0,2715.0,0.5203252032520326,21.54471544715447,22.073170731707318,-0.5284552845528481,7.0
2017_W14_TEN_at_ARI,2017,14,2017-12-10,ARI,TEN,1,12,7,1,124,64.0,60.0,2666.0,2747.0,0.5161290322580645,21.5,22.153225806451612,-0.6532258064516121,7.0
2017_W15_ARI_at_WAS,2017,15,2017-12-17,ARI,WAS,0,15,20,0,125,65.0,60.0,2678.0,2754.0,0.52,21.424,22.032,-0.6080000000000005,7.0
2017_W16_NYG_at_ARI,2017,16,2017-12-24,ARI,NYG,1,23,0,1,126,65.0,61.0,2693.0,2774.0,0.5158730158730159,21.373015873015873,22.015873015873016,-0.6428571428571423,7.0
2017_W17_ARI_at_SEA,2017,17,2017-12-31,ARI,SEA,0,26,24,1,127,66.0,61.0,2716.0,2774.0,0.5196850393700787,21.385826771653544,21.84251968503937,-0.45669291338582596,7.0
2018_W01_WAS_at_ARI,2018,1,2018-09-09,ARI,WAS,1,6,24,0,128,67.0,61.0,2742.0,2798.0,0.5234375,21.421875,21.859375,-0.4375,252.0
2018_W02_ARI_at_LA,2018,2,2018-09-16,ARI,LA,0,0,34,0,129,67.0,62.0,2748.0,2822.0,0.5193798449612403,21.302325581395348,21.875968992248062,-0.5736434108527142,7.0
2018_W03_CHI_at_ARI,2018,3,2018-09-23,ARI,CHI,1,14,16,0,130,67.0,63.0,2748.0,2856.0,0.5153846153846153,21.138461538461538,21.96923076923077,-0.8307692307692314,7.0
2018_W04_SEA_at_ARI,2018,4,2018-09-30,ARI,SEA,1,17,20,0,131,67.0,64.0,2762.0,2872.0,0.5114503816793893,21.083969465648856,21.923664122137403,-0.8396946564885468,7.0
2018_W05_ARI_at_SF,2018,5,2018-10-07,ARI,SF,0,28,18,1,132,67.0,65.0,2779.0,2892.0,0.5075757575757576,21.053030303030305,21.90909090909091,-0.8560606060606055,7.0
2018_W06_ARI_at_MIN,2018,6,2018-10-14,ARI,MIN,0,17,27,0,133,68.0,65.0,2807.0,2910.0,0.5112781954887218,21.105263157894736,21.8796992481203,-0.7744360902255636,7.0
2018_W07_DEN_at_ARI,2018,7,2018-10-18,ARI,DEN,1,10,45,0,134,68.0,66.0,2824.0,2937.0,0.5074626865671642,21.074626865671643,21.917910447761194,-0.8432835820895512,4.0
2018_W08_SF_at_ARI,2018,8,2018-10-28,ARI,SF,1,18,15,1,135,68.0,67.0,2834.0,2982.0,0.5037037037037037,20.992592592592594,22.08888888888889,-1.0962962962962948,10.0
2018_W10_ARI_at_KC,2018,10,2018-11-11,ARI,KC,0,14,26,0,136,69.0,67.0,2852.0,2997.0,0.5073529411764706,20.970588235294116,22.03676470588235,-1.0661764705882355,14.0
2018_W11_OAK_at_ARI,2018,11,2018-11-18,ARI,OAK,1,21,23,0,137,69.0,68.0,2866.0,3023.0,0.5036496350364964,20.919708029197082,22.065693430656935,-1.1459854014598534,7.0
2018_W12_ARI_at_LAC,2018,12,2018-11-25,ARI,LAC,0,10,45,0,138,69.0,69.0,2887.0,3046.0,0.5,20.920289855072465,22.07246376811594,-1.1521739130434767,7.0
2018_W13_ARI_at_GB,2018,13,2018-12-02,ARI,GB,0,20,17,1,139,69.0,70.0,2897.0,3091.0,0.49640287769784175,20.841726618705035,22.237410071942445,-1.3956834532374103,7.0
2018_W14_DET_at_ARI,2018,14,2018-12-09,ARI,DET,1,3,17,0,140,70.0,70.0,2917.0,3108.0,0.5,20.835714285714285,22.2,-1.3642857142857139,7.0
