game_id,season,week,gameday,team_id,opponent_team,is_home,points_for,points_against,win,games_played_before,cum_wins_before,cum_losses_before,cum_points_for_before,cum_points_against_before,pregame_win_pct,pregame_points_for_pg,pregame_points_against_pg,pregame_point_diff_pg,days_rest
2023_W01_BUF_at_NYJ,2023,1,2023-09-11,BUF,NYJ,0,16,22,0,209,108.0,101.0,4783.0,4650.0,0.5167464114832536,22.885167464114833,22.248803827751196,0.6363636363636367,246.0
2023_W02_LV_at_BUF,2023,2,2023-09-17,BUF,LV,1,38,10,1,210,108.0,102.0,4799.0,4672.0,0.5142857142857142,22.85238095238095,22.247619047619047,0.6047619047619044,6.0
2023_W03_BUF_at_WAS,2023,3,2023-09-24,BUF,WAS,0,37,3,1,211,109.0,102.0,4837.0,4682.0,0.5165876777251185,22.924170616113745,22.18957345971564,0.734597156398106,7.0
2023_W04_MIA_at_BUF,2023,4,2023-10-01,BUF,MIA,1,48,20,1,212,110.0,102.0,4874.0,4685.0,0.5188679245283019,22.99056603773585,22.099056603773583,0.8915094339622662,7.0
2023_W05_JAX_at_BUF,2023,5,2023-10-08,BUF,JAX,1,20,25,0,213,111.0,102.0,4922.0,4705.0,0.5211267605633803,23.107981220657276,22.089201877934272,1.018779342723004,7.0
2023_W06_NYG_at_BUF,2023,6,2023-10-15,BUF,NYG,1,14,9,1,214,111.0,103.0,4942.0,4730.0,0.5186915887850467,23.093457943925234,22.102803738317757,0.990654205607477,7.0
2023_W07_BUF_at_NE,2023,7,2023-10-22,BUF,NE,0,25,29,0,215,112.0,103.0,4956.0,4739.0,0.5209302325581395,23.051162790697674,22.04186046511628,1.0093023255813947,7.0
2023_W08_TB_at_BUF,2023,8,2023-10-26,BUF,TB,1,24,18,1,216,112.0,104.0,4981.0,4768.0,0.5185185185185185,23.060185185185187,22.074074074074073,0.9861111111111143,4.0
2023_W09_BUF_at_CIN,2023,9,2023-11-05,BUF,CIN,0,18,24,0,217,113.0,104.0,5005.0,4786.0,0.5207373271889401,23.06451612903226,22.055299539170505,1.0092165898617544,10.0
2023_W10_DEN_at_BUF,2023,10,2023-11-13,BUF,DEN,1,22,24,0,218,113.0,105.0,5023.0,4810.0,0.518348623853211,23.041284403669724,22.06422018348624,0.977064220183486,8.0
2023_W11_NYJ_at_BUF,2023,11,2023-11-19,BUF,NYJ,1,32,6,1,219,113.0,106.0,5045.0,4834.0,0.5159817351598174,23.036529680365298,22.073059360730593,0.9634703196347054,6.0
2023_W12_BUF_at_PHI,2023,12,2023-11-26,BUF,PHI,0,34,37,0,220,114.0,106.0,5077.0,4840.0,0.5181818181818182,23.077272727272728,22.0,1.077272727272728,7.0
2023_W14_BUF_at_KC,2023,14,2023-12-10,BUF,KC,0,20,17,1,221,114.0,107.0,5111.0,4877.0,0.5158371040723982,23.126696832579185,22.06787330316742,1.0588235294117645,14.0
2023_W15_DAL_at_BUF,2023,15,2023-12-17,BUF,DAL,1,31,10,1,222,115.0,107.0,5131.0,4894.0,0.5180180180180181,23.11261261261261,22.045045045045047,1.0675675675675649,7.0
2023_W16_BUF_at_LAC,2023,16,2023-12-23,BUF,LAC,0,24,22,1,223,116.0,107.0,5162.0,4904.0,0.5201793721973094,23.14798206278027,21.99103139013453,1.1569506726457384,6.0
2023_W17_NE_at_BUF,2023,17,2023-12-31,BUF,NE,1,27,21,1,224,117.0,107.0,5186.0,4926.0,0.5223214285714286,23.151785714285715,21.991071428571427,1.1607142857142883,8.0
2023_W18_BUF_at_MIA,2023,18,2024-01-07,BUF,MIA,0,21,14,1,225,118.0,107.0,5213.0,4947.0,0.5244444444444445,23.16888888888889,21.986666666666668,1.1822222222222223,7.0
2024_W01_ARI_at_BUF,2024,1,2024-09-08,BUF,ARI,1,34,28,1,226,119.0,107.0,5234.0,4961.0,0.5265486725663717,23.15929203539823,21.951327433628318,1.2079646017699126,245.0
2024_W02_BUF_at_MIA,2024,2,2024-09-12,BUF,MIA,0,31,10,1,227,120.0,107.0,5268.0,4989.0,0.5286343612334802,23.207048458149778,21.97797356828194,1.2290748898678387,4.0
2024_W03_JAX_at_BUF,2024,3,2024-09-23,BUF,JAX,1,47,10,1,228,121.0,107.0,5299.0,4999.0,0.5307017543859649,23.24122807017544,21.92543859649123,1.3157894736842088,11.0
2024_W04_BUF_at_BAL,2024,4,2024-09-29,BUF,BAL,0,10,35,0,229,122.0,107.0,5346.0,5009.0,0.5327510917030568,23.344978165938866,21.87336244541485,1.4716157205240172,6.0
2024_W05_BUF_at_HOU,2024,5,2024-10-06,BUF,HOU,0,20,23,0,230,122.0,108.0,5356.0,5044.0,0.5304347826086957,23.286956521739132,21.930434782608696,1.3565217391304358,7.0
2024_W06_BUF_at_NYJ,2024,6,2024-10-14,BUF,NYJ,0,23,20,1,231,122.0,109.0,5376.0,5067.0,0.5281385281385281,23.272727272727273,21.935064935064936,1.337662337662337,8.0
2024_W07_TEN_at_BUF,2024,7,2024-10-20,BUF,TEN,1,34,10,1,232,123.0,109.0,5399.0,5087.0,0.5301724137931034,23.271551724137932,21.926724137931036,1.3448275862068968,6.0
2024_W08_BUF_at_SEA,2024,8,2024-10-27,BUF,SEA,0,31,10,1,233,124.0,109.0,5433.0,5097.0,0.5321888412017167,23.317596566523605,21.875536480686694,1.4420600858369106,7.0
2024_W09_MIA_at_BUF,2024,9,2024-11-03,BUF,MIA,1,30,27,1,234,125.0,109.0,5464.0,5107.0,0.5341880341880342,23.35042735042735,21.824786324786324,1.5256410256410255,7.0
2024_W10_BUF_at_IND,2024,10,2024-11-10,BUF,IND,0,30,20,1,235,126.0,109.0,5494.0,5134.0,0.5361702127659574,23.378723404255318,21.846808510638297,1.5319148936170208,7.0
2024_W11_KC_at_BUF,2024,11,2024-11-17,BUF,KC,1,30,21,1,236,127.0,109.0,5524.0,5154.0,0.538135593220339,23.406779661016948,21.838983050847457,1.5677966101694913,7.0
2024_W13_SF_at_BUF,2024,13,2024-12-01,BUF,SF,1,35,10,1,237,128.0,109.0,5554.0,5175.0,0.540084388185654,23.434599156118143,21.835443037974684,1.5991561181434584,14.0
2024_W14_BUF_at_LA,2024,14,2024-12-08,BUF,LA,0,42,44,0,238,129.0,109.0,5589.0,5185.0,0.542016806722689,23.483193277310924,21.785714285714285,1.6974789915966397,7.0
2024_W15_BUF_at_DET,2024,15,2024-12-15,BUF,DET,0,48,42,1,239,129.0,110.0,5631.0,5229.0,0.5397489539748954,23.560669456066947,21.87866108786611,1.6820083682008367,7.0
2024_W16_NE_at_BUF,2024,16,2024-12-22,BUF,NE,1,24,21,1,240,130.0,110.0,5679.0,5271.0,0.5416666666666666,23.6625,21.9625,1.7000000000000028,7.0
2024_W17_NYJ_at_BUF,2024,17,2024-12-29,BUF,NYJ,1,40,14,1,241,131.0,110.0,5703.0,5292.0,0.5435684647302904,23.66390041493776,21.95850622406639,1.7053941908713703,7.0
2024_W18_BUF_at_NE,2024,18,2025-01-05,BUF,NE,0,16,23,0,242,132.0,110.0,5743.0,5306.0,0.5454545454545454,23.731404958677686,21.925619834710744,1.8057851239669418,7.0
2010_W01_CAR_at_NYG,2010,1,2010-09-12,CAR,NYG,0,18,31,0,0,132.0,-132.0,5759.0,5329.0,0.5,0.0,0.0,0.0,7.0
2010_W02_TB_at_CAR,2010,2,2010-09-19,CAR,TB,1,7,20,0,1,0.0,1.0,18.0,31.0,0.0,18.0,31.0,-13.0,7.0
2010_W03_CIN_at_CAR,2010,3,2010-09-26,CAR,CIN,1,7,20,0,2,0.0,2.0,25.0,51.0,0.0,12.5,25.5,-13.0,7.0
2010_W04_CAR_at_NO,2010,4,2010-10-03,CAR,NO,0,14,16,0,3,0.0,3.0,32.0,71.0,0.0,10.666666666666666,23.666666666666668,-13.000000000000002,7.0
2010_W05_CHI_at_CAR,2010,5,2010-10-10,CAR,CHI,1,6,23,0,4,0.0,4.0,46.0,87.0,0.0,11.5,21.75,-10.25,7.0
2010_W07_SF_at_CAR,2010,7,2010-10-24,CAR,SF,1,23,20,1,5,0.0,5.0,52.0,110.0,0.0,10.4,22.0,-11.6,14.0
2010_W08_CAR_at_STL,2010,8,2010-10-31,CAR,STL,0,10,20,0,6,1.0,5.0,75.0,130.0,0.16666666666666666,12.5,21.666666666666668,-9.166666666666668,7.0
2010_W09_NO_at_CAR,2010,9,2010-11-07,CAR,NO,1,3,34,0,7,1.0,6.0,85.0,150.0,0.14285714285714285,12.142857142857142,21.428571428571427,-9.285714285714285,7.0
2010_W10_CAR_at_TB,2010,10,2010-11-14,CAR,TB,0,16,31,0,8,1.0,7.0,88.0,184.0,0.125,11.0,23.0,-12.0,7.0
2010_W11_BAL_at_CAR,2010,11,2010-11-21,CAR,BAL,1,13,37,0,9,1.0,8.0,104.0,215.0,0.1111111111111111,11.555555555555555,23.88888888888889,-12.333333333333334,7.0
2010_W12_CAR_at_CLE,2010,12,2010-11-28,CAR,CLE,0,23,24,0,10,1.0,9.0,117.0,252.0,0.1,11.7,25.2,-13.5,7.0
2010_W13_CAR_at_SEA,2010,13,2010-12-05,CAR,SEA,0,14,31,0,11,1.0,10.0,140.0,276.0,0.09090909090909091,12.727272727272727,25.09090909090909,-12.363636363636363,7.0
2010_W14_ATL_at_CAR,2010,14,2010-12-12,CAR,ATL,1,10,31,0,12,1.0,11.0,154.0,307.0,0.08333333333333333,12.833333333333334,25.583333333333332,-12.749999999999998,7.0
2010_W15_ARI_at_CAR,2010,15,2010-12-19,CAR,ARI,1,19,12,1,13,1.0,12.0,164.0,338.0,0.07692307692307693,12.615384615384615,26.0,-13.384615384615385,7.0
2010_W16_CAR_at_PIT,2010,16,2010-12-23,CAR,PIT,0,3,27,0,14,2.0,12.0,183.0,350.0,0.14285714285714285,13.071428571428571,25.0,-11.928571428571429,4.0
2010_W17_CAR_at_ATL,2010,17,2011-01-02,CAR,ATL,0,10,31,0,15,2.0,13.0,186.0,377.0,0.13333333333333333,12.4,25.133333333333333,-12.733333333333333,10.0
2011_W01_CAR_at_ARI,2011,1,2011-09-11,CAR,ARI,0,21,28,0,16,2.0,14.0,196.0,408.0,0.125,12.25,25.5,-13.25,252.0
2011_W02_GB_at_CAR,2011,2,2011-09-18,CAR,GB,1,23,30,0,17,2.0,15.0,217.0,436.0,0.11764705882352941,12.764705882352942,25.647058823529413,-12.882352941176471,7.0
2011_W03_JAX_at_CAR,2011,3,2011-09-25,CAR,JAX,1,16,10,1,18,2.0,16.0,240.0,466.0,0.1111111111111111,13.333333333333334,25.88888888888889,-12.555555555555555,7.0
2011_W04_CAR_at_CHI,2011,4,2011-10-02,CAR,CHI,0,29,34,0,19,3.0,16.0,256.0,476.0,0.15789473684210525,13.473684210526315,25.05263157894737,-11.578947368421055,7.0
2011_W05_NO_at_CAR,2011,5,2011-10-09,CAR,NO,1,27,30,0,20,3.0,17.0,285.0,510.0,0.15,14.25,25.5,-11.25,7.0
2011_W06_CAR_at_ATL,2011,6,2011-10-16,CAR,ATL,0,17,31,0,21,3.0,18.0,312.0,540.0,0.14285714285714285,14.857142857142858,25.714285714285715,-10.857142857142858,7.0
2011_W07_WAS_at_CAR,2011,7,2011-10-23,CAR,WAS,1,33,20,1,22,3.0,19.0,329.0,571.0,0.13636363636363635,14.954545454545455,25.954545454545453,-10.999999999999998,7.0
2011_W08_MIN_at_CAR,2011,8,2011-10-30,CAR,MIN,1,21,24,0,23,4.0,19.0,362.0,591.0,0.17391304347826086,15.73913043478261,25.695652173913043,-9.956521739130434,7.0
2011_W10_TEN_at_CAR,2011,10,2011-11-13,CAR,TEN,1,3,30,0,24,4.0,20.0,383.0,615.0,0.16666666666666666,15.958333333333334,25.625,-9.666666666666666,14.0
2011_W11_CAR_at_DET,2011,11,2011-11-20,CAR,DET,0,35,49,0,25,4.0,21.0,386.0,645.0,0.16,15.44,25.8,-10.360000000000001,7.0
2011_W12_CAR_at_IND,2011,12,2011-11-27,CAR,IND,0,27,19,1,26,4.0,22.0,421.0,694.0,0.15384615384615385,16.192307692307693,26.692307692307693,-10.5,7.0
2011_W13_CAR_at_TB,2011,13,2011-12-04,CAR,TB,0,38,19,1,27,5.0,22.0,448.0,713.0,0.18518518518518517,16.59259259259259,26.40740740740741,-9.814814814814817,7.0
2011_W14_ATL_at_CAR,2011,14,2011-12-11,CAR,ATL,1,23,31,0,28,6.0,22.0,486.0,732.0,0.21428571428571427,17.357142857142858,26.142857142857142,-8.785714285714285,7.0
2011_W15_CAR_at_HOU,2011,15,2011-12-18,CAR,HOU,0,28,13,1,29,6.0,23.0,509.0,763.0,0.20689655172413793,17.551724137931036,26.310344827586206,-8.75862068965517,7.0
2011_W16_TB_at_CAR,2011,16,2011-12-24,CAR,TB,1,48,16,1,30,7.0,23.0,537.0,776.0,0.23333333333333334,17.9,25.866666666666667,-7.966666666666669,6.0
2011_W17_CAR_at_NO,2011,17,2012-01-01,CAR,NO,0,17,45,0,31,8.0,23.0,585.0,792.0,0.25806451612903225,18.870967741935484,25.548387096774192,-6.677419354838708,8.0
2012_W01_CAR_at_TB,2012,1,2012-09-09,CAR,TB,0,10,16,0,32,8.0,24.0,602.0,837.0,0.25,18.8125,26.15625,-7.34375,252.0
2012_W02_NO_at_CAR,2012,2,2012-09-16,CAR,NO,1,35,27,1,33,8.0,25.0,612.0,853.0,0.24242424242424243,18.545454545454547,25.848484848484848,-7.303030303030301,7.0
2012_W03_NYG_at_CAR,2012,3,2012-09-20,CAR,NYG,1,7,36,0,34,9.0,25.0,647.0,880.0,0.2647058823529412,19.029411764705884,25.88235294117647,-6.852941176470587,4.0
2012_W04_CAR_at_ATL,2012,4,2012-09-30,CAR,ATL,0,28,30,0,35,9.0,26.0,654.0,916.0,0.2571428571428571,18.685714285714287,26.17142857142857,-7.485714285714284,10.0
2012_W05_SEA_at_CAR,2012,5,2012-10-07,CAR,SEA,1,12,16,0,36,9.0,27.0,682.0,946.0,0.25,18.944444444444443,26.27777777777778,-7.333333333333336,7.0
2012_W07_DAL_at_CAR,2012,7,2012-10-21,CAR,DAL,1,14,19,0,37,9.0,28.0,694.0,962.0,0.24324324324324326,18.756756756756758,26.0,-7.243243243243242,14.0
2012_W08_CAR_at_CHI,2012,8,2012-10-28,CAR,CHI,0,22,23,0,38,9.0,29.0,708.0,981.0,0.23684210526315788,18.63157894736842,25.81578947368421,-7.184210526315788,7.0
2012_W09_CAR_at_WAS,2012,9,2012-11-04,CAR,WAS,0,21,13,1,39,9.0,30.0,730.0,1004.0,0.23076923076923078,18.71794871794872,25.743589743589745,-7.0256410256410255,7.0
2012_W10_DEN_at_CAR,2012,10,2012-11-11,CAR,DEN,1,14,36,0,40,10.0,30.0,751.0,1017.0,0.25,18.775,25.425,-6.650000000000002,7.0
2012_W11_TB_at_CAR,2012,11,2012-11-18,CAR,TB,1,21,27,0,41,10.0,31.0,765.0,1053.0,0.24390243902439024,18.658536585365855,25.682926829268293,-7.024390243902438,7.0
2012_W12_CAR_at_PHI,2012,12,2012-11-26,CAR,PHI,0,30,22,1,42,10.0,32.0,786.0,1080.0,0.23809523809523808,18.714285714285715,25.714285714285715,-7.0,8.0
2012_W13_CAR_at_KC,2012,13,2012-12-02,CAR,KC,0,21,27,0,43,11.0,32.0,816.0,1102.0,0.2558139534883721,18.976744186046513,25.627906976744185,-6.651162790697672,6.0
2012_W14_ATL_at_CAR,2012,14,2012-12-09,CAR,ATL,1,30,20,1,44,11.0,33.0,837.0,1129.0,0.25,19.022727272727273,25.65909090909091,-6.636363636363637,7.0
2012_W15_CAR_at_SD,2012,15,2012-12-16,CAR,SD,0,31,7,1,45,12.0,33.0,867.0,1149.0,0.26666666666666666,19.266666666666666,25.533333333333335,-6.266666666666669,7.0
2012_W16_OAK_at_CAR,2012,16,2012-12-23,CAR,OAK,1,17,6,1,46,13.0,33.0,898.0,1156.0,0.2826086956521739,19.52173913043478,25.130434782608695,-5.608695652173914,7.0
2012_W17_CAR_at_NO,2012,17,2012-12-30,CAR,NO,0,44,38,1,47,14.0,33.0,915.0,1162.0,0.2978723404255319,19.46808510638298,24.72340425531915,-5.25531914893617,7.0
2013_W01_SEA_at_CAR,2013,1,2013-09-08,CAR,SEA,1,7,12,0,48,15.0,33.0,959.0,1200.0,0.3125,19.979166666666668,25.0,-5.020833333333332,252.0
2013_W02_CAR_at_BUF,2013,2,2013-09-15,CAR,BUF,0,23,24,0,49,15.0,34.0,966.0,1212.0,0.30612244897959184,19.714285714285715,24.73469387755102,-5.020408163265305,7.0
2013_W03_NYG_at_CAR,2013,3,2013-09-22,CAR,NYG,1,38,0,1,50,15.0,35.0,989.0,1236.0,0.3,19.78,24.72,-4.939999999999998,7.0
2013_W05_CAR_at_ARI,2013,5,2013-10-06,CAR,ARI,0,6,22,0,51,16.0,35.0,1027.0,1236.0,0.3137254901960784,20.137254901960784,24.235294117647058,-4.098039215686274,14.0
2013_W06_CAR_at_MIN,2013,6,2013-10-13,CAR,MIN,0,35,10,1,52,16.0,36.0,1033.0,1258.0,0.3076923076923077,19.865384615384617,24.192307692307693,-4.326923076923077,7.0
2013_W07_STL_at_CAR,2013,7,2013-10-20,CAR,STL,1,30,15,1,53,17.0,36.0,1068.0,1268.0,0.32075471698113206,20.150943396226417,23.92452830188679,-3.7735849056603747,7.0
2013_W08_CAR_at_TB,2013,8,2013-10-24,CAR,TB,0,31,13,1,54,18.0,36.0,1098.0,1283.0,0.3333333333333333,20.333333333333332,23.75925925925926,-3.4259259259259274,4.0
2013_W09_ATL_at_CAR,2013,9,2013-11-03,CAR,ATL,1,34,10,1,55,19.0,36.0,1129.0,1296.0,0.34545454545454546,20.527272727272727,23.563636363636363,-3.0363636363636353,10.0
2013_W10_CAR_at_SF,2013,10,2013-11-10,CAR,SF,0,10,9,1,56,20.0,36.0,1163.0,1306.0,0.35714285714285715,20.767857142857142,23.321428571428573,-2.5535714285714306,7.0
2013_W11_NE_at_CAR,2013,11,2013-11-18,CAR,NE,1,24,20,1,57,21.0,36.0,1173.0,1315.0,0.3684210526315789,20.57894736842105,23.07017543859649,-2.4912280701754383,8.0
2013_W12_CAR_at_MIA,2013,12,2013-11-24,CAR,MIA,0,20,16,1,58,22.0,36.0,1197.0,1335.0,0.3793103448275862,20.637931034482758,23.017241379310345,-2.379310344827587,6.0
2013_W13_TB_at_CAR,2013,13,2013-12-01,CAR,TB,1,27,6,1,59,23.0,36.0,1217.0,1351.0,0.3898305084745763,20.627118644067796,22.89830508474576,-2.2711864406779654,7.0
2013_W14_CAR_at_NO,2013,14,2013-12-08,CAR,NO,0,13,31,0,60,24.0,36.0,1244.0,1357.0,0.4,20.733333333333334,22.616666666666667,-1.8833333333333329,7.0
2013_W15_NYJ_at_CAR,2013,15,2013-12-15,CAR,NYJ,1,30,20,1,61,24.0,37.0,1257.0,1388.0,0.39344262295081966,20.60655737704918,22.75409836065574,-2.1475409836065573,7.0
2013_W16_NO_at_CAR,2013,16,2013-12-22,CAR,NO,1,17,13,1,62,25.0,37.0,1287.0,1408.0,0.4032258064516129,20.758064516129032,22.70967741935484,-1.9516129032258078,7.0
2013_W17_CAR_at_ATL,2013,17,2013-12-29,CAR,ATL,0,21,20,1,63,26.0,37.0,1304.0,1421.0,0.4126984126984127,20.6984126984127,22.555555555555557,-1.8571428571428577,7.0
2014_W01_CAR_at_TB,2014,1,2014-09-07,CAR,TB,0,20,14,1,64,27.0,37.0,1325.0,1441.0,0.421875,20.703125,22.515625,-1.8125,252.0
2014_W02_DET_at_CAR,2014,2,2014-09-14,CAR,DET,1,24,7,1,65,28.0,37.0,1345.0,1455.0,0.4307692307692308,20.692307692307693,22.384615384615383,-1.6923076923076898,7.0
2014_W03_PIT_at_CAR,2014,3,2014-09-21,CAR,PIT,1,19,37,0,66,29.0,37.0,1369.0,1462.0,0.4393939393939394,20.742424242424242,22.151515151515152,-1.40909090909091,7.0
2014_W04_CAR_at_BAL,2014,4,2014-09-28,CAR,BAL,0,10,38,0,67,29.0,38.0,1388.0,1499.0,0.43283582089552236,20.71641791044776,22.37313432835821,-1.6567164179104488,7.0
2014_W05_CHI_at_CAR,2014,5,2014-10-05,CAR,CHI,1,31,24,1,68,29.0,39.0,1398.0,1537.0,0.4264705882352941,20.558823529411764,22.602941176470587,-2.0441176470588225,7.0
2014_W06_CAR_at_CIN,2014,6,2014-10-12,CAR,CIN,0,37,37,0,69,30.0,39.0,1429.0,1561.0,0.43478260869565216,20.71014492753623,22.6231884057971,-1.913043478260871,7.0
2014_W07_CAR_at_GB,2014,7,2014-10-19,CAR,GB,0,17,38,0,70,30.0,40.0,1466.0,1598.0,0.42857142857142855,20.942857142857143,22.82857142857143,-1.8857142857142861,7.0
2014_W08_SEA_at_CAR,2014,8,2014-10-26,CAR,SEA,1,9,13,0,71,30.0,41.0,1483.0,1636.0,0.4225352112676056,20.887323943661972,23.04225352112676,-2.154929577464788,7.0
2014_W09_NO_at_CAR,2014,9,2014-10-30,CAR,NO,1,10,28,0,72,30.0,42.0,1492.0,1649.0,0.4166666666666667,20.72222222222222,22.90277777777778,-2.180555555555557,4.0
2014_W10_CAR_at_PHI,2014,10,2014-11-10,CAR,PHI,0,21,45,0,73,30.0,43.0,1502.0,1677.0,0.410958904109589,20.575342465753426,22.972602739726028,-2.397260273972602,11.0
2014_W11_ATL_at_CAR,2014,11,2014-11-16,CAR,ATL,1,17,19,0,74,30.0,44.0,1523.0,1722.0,0.40540540540540543,20.58108108108108,23.27027027027027,-2.6891891891891895,6.0
2014_W13_CAR_at_MIN,2014,13,2014-11-30,CAR,MIN,0,13,31,0,75,30.0,45.0,1540.0,1741.0,0.4,20.533333333333335,23.213333333333335,-2.6799999999999997,14.0
2014_W14_CAR_at_NO,2014,14,2014-12-07,CAR,NO,0,41,10,1,76,30.0,46.0,1553.0,1772.0,0.39473684210526316,20.43421052631579,23.31578947368421,-2.8815789473684177,7.0
2014_W15_TB_at_CAR,2014,15,2014-12-14,CAR,TB,1,19,17,1,77,31.0,46.0,1594.0,1782.0,0.4025974025974026,20.7012987012987,23.142857142857142,-2.441558441558442,7.0
2014_W16_CLE_at_CAR,2014,16,2014-12-21,CAR,CLE,1,17,13,1,78,32.0,46.0,1613.0,1799.0,0.41025641025641024,20.67948717948718,23.064102564102566,-2.384615384615387,7.0
2014_W17_CAR_at_ATL,2014,17,2014-12-28,CAR,ATL,0,34,3,1,79,33.0,46.0,1630.0,1812.0,0.4177215189873418,20.632911392405063,22.936708860759495,-2.303797468354432,7.0
2015_W01_CAR_at_JAX,2015,1,2015-09-13,CAR,JAX,0,20,9,1,80,34.0,46.0,1664.0,1815.0,0.425,20.8,22.6875,-1.8874999999999993,259.0
2015_W02_HOU_at_CAR,2015,2,2015-09-20,CAR,HOU,1,24,17,1,81,35.0,46.0,1684.0,1824.0,0.43209876543209874,20.790123456790123,22.51851851851852,-1.7283950617283956,7.0
2015_W03_NO_at_CAR,2015,3,2015-09-27,CAR,NO,1,27,22,1,82,36.0,46.0,1708.0,1841.0,0.43902439024390244,20.829268292682926,22.451219512195124,-1.621951219512198,7.0
2015_W04_CAR_at_TB,2015,4,2015-10-04,CAR,TB,0,37,23,1,83,37.0,46.0,1735.0,1863.0,0.4457831325301205,20.903614457831324,22.44578313253012,-1.5421686746987966,7.0
2015_W06_CAR_at_SEA,2015,6,2015-10-18,CAR,SEA,0,27,23,1,84,38.0,46.0,1772.0,1886.0,0.4523809523809524,21.095238095238095,22.452380952380953,-1.3571428571428577,14.0
2015_W07_PHI_at_CAR,2015,7,2015-10-25,CAR,PHI,1,27,16,1,85,39.0,46.0,1799.0,1909.0,0.4588235294117647,21.16470588235294,22.458823529411763,-1.2941176470588225,7.0
2015_W08_IND_at_CAR,2015,8,2015-11-02,CAR,IND,1,29,26,1,86,40.0,46.0,1826.0,1925.0,0.46511627906976744,21.232558139534884,22.38372093023256,-1.1511627906976756,8.0
2015_W09_GB_at_CAR,2015,9,2015-11-08,CAR,GB,1,37,29,1,87,41.0,46.0,1855.0,1951.0,0.47126436781609193,21.32183908045977,22.42528735632184,-1.1034482758620676,6.0
2015_W10_CAR_at_TEN,2015,10,2015-11-15,CAR,TEN,0,27,10,1,88,42.0,46.0,1892.0,1980.0,0.4772727272727273,21.5,22.5,-1.0,7.0
2015_W11_WAS_at_CAR,2015,11,2015-11-22,CAR,WAS,1,44,16,1,89,43.0,46.0,1919.0,1990.0,0.48314606741573035,21.56179775280899,22.359550561797754,-0.7977528089887649,7.0
2015_W12_CAR_at_DAL,2015,12,2015-11-26,CAR,DAL,0,33,14,1,90,44.0,46.0,1963.0,2006.0,0.4888888888888889,21.81111111111111,22.288888888888888,-0.47777777777777786,4.0
2015_W13_CAR_at_NO,2015,13,2015-12-06,CAR,NO,0,41,38,1,91,45.0,46.0,1996.0,2020.0,0.4945054945054945,21.934065934065934,22.197802197802197,-0.2637362637362628,10.0
2015_W14_ATL_at_CAR,2015,14,2015-12-13,CAR,ATL,1,38,0,1,92,46.0,46.0,2037.0,2058.0,0.5,22.141304347826086,22.369565217391305,-0.22826086956521863,7.0
2015_W15_CAR_at_NYG,2015,15,2015-12-20,CAR,NYG,0,38,35,1,93,47.0,46.0,2075.0,2058.0,0.5053763440860215,22.311827956989248,22.129032258064516,0.1827956989247319,7.0
2015_W16_CAR_at_ATL,2015,16,2015-12-27,CAR,ATL,0,13,20,0,94,48.0,46.0,2113.0,2093.0,0.5106382978723404,22.47872340425532,22.26595744680851,0.21276595744680904,7.0
2015_W17_TB_at_CAR,2015,17,2016-01-03,CAR,TB,1,38,10,1,95,48.0,47.0,2126.0,2113.0,0.5052631578947369,22.378947368421052,22.242105263157896,0.1368421052631561,7.0
2016_W01_CAR_at_DEN,2016,1,2016-09-08,CAR,DEN,0,20,21,0,96,49.0,47.0,2164.0,2123.0,0.5104166666666666,22.541666666666668,22.114583333333332,0.4270833333333357,249.0
2016_W02_SF_at_CAR,2016,2,2016-09-18,CAR,SF,1,46,27,1,97,49.0,48.0,2184.0,2144.0,0.5051546391752577,22.515463917525775,22.103092783505154,0.41237113402062064,10.0
2016_W03_MIN_at_CAR,2016,3,2016-09-25,CAR,MIN,1,10,22,0,98,50.0,48.0,2230.0,2171.0,0.5102040816326531,22.755102040816325,22.153061224489797,0.6020408163265287,7.0
2016_W04_CAR_at_ATL,2016,4,2016-10-02,CAR,ATL,0,33,48,0,99,50.0,49.0,2240.0,2193.0,0.5050505050505051,22.626262626262626,22.151515151515152,0.47474747474747403,7.0
2016_W05_TB_at_CAR,2016,5,2016-10-10,CAR,TB,1,14,17,0,100,50.0,50.0,2273.0,2241.0,0.5,22.73,22.41,0.3200000000000003,8.0
2016_W06_CAR_at_NO,2016,6,2016-10-16,CAR,NO,0,38,41,0,101,50.0,51.0,2287.0,2258.0,0.49504950495049505,22.643564356435643,22.356435643564357,0.2871287128712865,6.0
2016_W08_ARI_at_CAR,2016,8,2016-10-30,CAR,ARI,1,30,20,1,102,50.0,52.0,2325.0,2299.0,0.49019607843137253,22.794117647058822,22.53921568627451,0.2549019607843128,14.0
2016_W09_CAR_at_LA,2016,9,2016-11-06,CAR,LA,0,13,10,1,103,51.0,52.0,2355.0,2319.0,0.49514563106796117,22.864077669902912,22.514563106796118,0.3495145631067942,7.0
2016_W10_KC_at_CAR,2016,10,2016-11-13,CAR,KC,1,17,20,0,104,52.0,52.0,2368.0,2329.0,0.5,22.76923076923077,22.39423076923077,0.375,7.0
2016_W11_NO_at_CAR,2016,11,2016-11-17,CAR,NO,1,23,20,1,105,52.0,53.0,2385.0,2349.0,0.49523809523809526,22.714285714285715,22.37142857142857,0.3428571428571452,4.0
2016_W12_CAR_at_OAK,2016,12,2016-11-27,CAR,OAK,0,32,35,0,106,53.0,53.0,2408.0,2369.0,0.5,22.71698113207547,22.349056603773583,0.36792452830188793,10.0
