game_id,season,week,gameday,home_team,away_team,home_score,away_score,home_win,winner_team,home_pregame_win_pct,home_pregame_points_for_pg,home_pregame_points_against_pg,home_pregame_point_diff_pg,home_days_rest,away_pregame_win_pct,away_pregame_points_for_pg,away_pregame_points_against_pg,away_pregame_point_diff_pg,away_days_rest,pregame_win_pct_diff,pregame_points_for_pg_diff,pregame_points_against_pg_diff,pregame_point_diff_pg_diff,days_rest_diff,target_home_win
2011_W17_TB_at_ATL,2011,17,2012-01-01,ATL,TB,45,24,1,ATL,0.7096774193548387,24.870967741935484,19.806451612903224,5.06451612903226,6.0,0.45161290322580644,19.483870967741936,24.741935483870968,-5.258064516129032,8.0,0.2580645161290323,5.387096774193548,-4.935483870967744,10.322580645161292,-2.0,1
2011_W17_TEN_at_HOU,2011,17,2012-01-01,HOU,TEN,22,23,0,TEN,0.5161290322580645,24.161290322580644,22.0,2.161290322580644,10.0,0.45161290322580644,21.225806451612904,20.451612903225808,0.7741935483870961,8.0,0.06451612903225806,2.93548387096774,1.5483870967741922,1.387096774193548,2.0,0
2011_W17_WAS_at_PHI,2011,17,2012-01-01,PHI,WAS,34,10,1,PHI,0.5483870967741935,25.838709677419356,22.419354838709676,3.4193548387096797,8.0,0.3548387096774194,18.70967741935484,22.903225806451612,-4.193548387096772,8.0,0.19354838709677413,7.129032258064516,-0.48387096774193594,7.612903225806452,0.0,1
2012_W01_DAL_at_NYG,2012,1,2012-09-05,NYG,DAL,17,24,0,DAL,0.59375,24.625,23.34375,1.28125,248.0,0.4375,23.84375,24.46875,-0.625,248.0,0.15625,0.78125,-1.125,1.90625,0.0,0
2012_W01_ATL_at_KC,2012,1,2012-09-09,KC,ATL,24,40,0,ATL,0.53125,18.0625,20.75,-2.6875,252.0,0.71875,25.5,19.9375,5.5625,252.0,-0.1875,-7.4375,0.8125,-8.25,0.0,0
2012_W01_BUF_at_NYJ,2012,1,2012-09-09,NYJ,BUF,48,28,1,NYJ,0.59375,23.25,20.84375,2.40625,252.0,0.3125,20.46875,26.84375,-6.375,252.0,0.28125,2.78125,-6.0,8.78125,0.0,1
2012_W01_CAR_at_TB,2012,1,2012-09-09,TB,CAR,16,10,1,TB,0.4375,19.625,25.375,-5.75,252.0,0.25,18.8125,26.15625,-7.34375,252.0,0.1875,0.8125,-0.78125,1.59375,0.0,1
2012_W01_IND_at_CHI,2012,1,2012-09-09,CHI,IND,41,21,1,CHI,0.59375,21.46875,19.59375,1.875,252.0,0.375,21.1875,25.5625,-4.375,252.0,0.21875,0.28125,-5.96875,6.25,0.0,1
2012_W01_JAX_at_MIN,2012,1,2012-09-09,MIN,JAX,26,23,1,MIN,0.28125,19.40625,24.90625,-5.5,252.0,0.40625,18.625,23.375,-4.75,252.0,-0.125,0.78125,1.53125,-0.75,0.0,1
2012_W01_MIA_at_HOU,2012,1,2012-09-09,HOU,MIA,30,10,1,HOU,0.5,24.09375,22.03125,2.0625,252.0,0.40625,18.8125,20.1875,-1.375,252.0,0.09375,5.28125,1.84375,3.4375,0.0,1
2012_W01_NE_at_TEN,2012,1,2012-09-09,TEN,NE,13,34,0,NE,0.46875,21.28125,20.5,0.78125,252.0,0.84375,32.21875,20.46875,11.75,252.0,-0.375,-10.9375,0.03125,-10.96875,0.0,0
2012_W01_PHI_at_CLE,2012,1,2012-09-09,CLE,PHI,16,17,0,PHI,0.28125,15.28125,19.96875,-4.6875,252.0,0.5625,26.09375,22.03125,4.0625,252.0,-0.28125,-10.8125,-2.0625,-8.75,0.0,0
2012_W01_PIT_at_DEN,2012,1,2012-09-09,DEN,PIT,31,19,1,DEN,0.375,20.40625,26.90625,-6.5,252.0,0.75,21.875,14.34375,7.53125,252.0,-0.375,-1.46875,12.5625,-14.03125,0.0,1
2012_W01_SEA_at_ARI,2012,1,2012-09-09,ARI,SEA,20,16,1,ARI,0.40625,18.78125,24.4375,-5.65625,252.0,0.4375,19.71875,22.5625,-2.84375,252.0,-0.03125,-0.9375,1.875,-2.8125,0.0,1
2012_W01_SF_at_GB,2012,1,2012-09-09,GB,SF,22,30,0,SF,0.78125,29.625,18.71875,10.90625,252.0,0.59375,21.40625,17.96875,3.4375,252.0,0.1875,8.21875,0.75,7.46875,0.0,0
2012_W01_STL_at_DET,2012,1,2012-09-09,DET,STL,27,23,1,DET,0.5,26.125,23.625,2.5,252.0,0.28125,15.0625,22.96875,-7.90625,252.0,0.21875,11.0625,0.65625,10.40625,0.0,1
2012_W01_WAS_at_NO,2012,1,2012-09-09,NO,WAS,32,40,0,WAS,0.75,29.09375,20.1875,8.90625,252.0,0.34375,18.4375,23.25,-4.8125,252.0,0.40625,10.65625,-3.0625,13.71875,0.0,0
2012_W01_CIN_at_BAL,2012,1,2012-09-10,BAL,CIN,44,13,1,BAL,0.75,22.96875,16.75,6.21875,253.0,0.40625,20.8125,22.4375,-1.625,253.0,0.34375,2.15625,-5.6875,7.84375,0.0,1
2012_W01_SD_at_OAK,2012,1,2012-09-10,OAK,SD,14,22,0,SD,0.5,24.03125,25.125,-1.09375,253.0,0.53125,26.46875,21.84375,4.625,253.0,-0.03125,-2.4375,3.28125,-5.71875,0.0,0
2012_W02_CHI_at_GB,2012,2,2012-09-13,GB,CHI,23,10,1,GB,0.7575757575757576,29.393939393939394,19.060606060606062,10.333333333333332,4.0,0.6060606060606061,22.060606060606062,19.636363636363637,2.4242424242424256,4.0,0.1515151515151515,7.333333333333332,-0.5757575757575744,7.9090909090909065,0.0,1
2012_W02_ARI_at_NE,2012,2,2012-09-16,NE,ARI,18,20,0,ARI,0.8484848484848485,32.27272727272727,20.242424242424242,12.030303030303031,7.0,0.42424242424242425,18.818181818181817,24.181818181818183,-5.363636363636367,7.0,0.42424242424242425,13.454545454545457,-3.9393939393939412,17.393939393939398,0.0,0
2012_W02_BAL_at_PHI,2012,2,2012-09-16,PHI,BAL,24,23,1,PHI,0.5757575757575758,25.818181818181817,21.848484848484848,3.969696969696969,7.0,0.7575757575757576,23.606060606060606,16.636363636363637,6.969696969696969,6.0,-0.18181818181818177,2.212121212121211,5.212121212121211,-3.0,1.0,1
2012_W02_CLE_at_CIN,2012,2,2012-09-16,CIN,CLE,34,27,1,CIN,0.3939393939393939,20.575757575757574,23.09090909090909,-2.5151515151515156,6.0,0.2727272727272727,15.303030303030303,19.87878787878788,-4.575757575757576,7.0,0.12121212121212122,5.272727272727272,3.212121212121211,2.0606060606060606,-1.0,1
2012_W02_DAL_at_SEA,2012,2,2012-09-16,SEA,DAL,27,7,1,SEA,0.42424242424242425,19.606060606060606,22.484848484848484,-2.878787878787879,7.0,0.45454545454545453,23.848484848484848,24.242424242424242,-0.3939393939393945,11.0,-0.030303030303030276,-4.242424242424242,-1.7575757575757578,-2.4848484848484844,-4.0,1
2012_W02_DET_at_SF,2012,2,2012-09-16,SF,DET,27,19,1,SF,0.6060606060606061,21.666666666666668,18.09090909090909,3.575757575757578,7.0,0.5151515151515151,26.151515151515152,23.606060606060606,2.5454545454545467,7.0,0.09090909090909094,-4.484848484848484,-5.515151515151516,1.0303030303030312,0.0,1
2012_W02_HOU_at_JAX,2012,2,2012-09-16,JAX,HOU,7,27,0,HOU,0.3939393939393939,18.757575757575758,23.454545454545453,-4.6969696969696955,7.0,0.5151515151515151,24.272727272727273,21.666666666666668,2.6060606060606055,7.0,-0.12121212121212122,-5.515151515151516,1.7878787878787854,-7.303030303030301,0.0,0
2012_W02_KC_at_BUF,2012,2,2012-09-16,BUF,KC,35,17,1,BUF,0.30303030303030304,20.696969696969695,27.484848484848484,-6.787878787878789,7.0,0.5151515151515151,18.242424242424242,21.333333333333332,-3.09090909090909,7.0,-0.2121212121212121,2.4545454545454533,6.151515151515152,-3.696969696969699,0.0,1
2012_W02_MIN_at_IND,2012,2,2012-09-16,IND,MIN,23,20,1,IND,0.36363636363636365,21.181818181818183,26.03030303030303,-4.848484848484848,7.0,0.30303030303030304,19.606060606060606,24.848484848484848,-5.242424242424242,7.0,0.06060606060606061,1.575757575757578,1.1818181818181834,0.3939393939393945,0.0,1
2012_W02_NO_at_CAR,2012,2,2012-09-16,CAR,NO,35,27,1,CAR,0.24242424242424243,18.545454545454547,25.848484848484848,-7.303030303030301,7.0,0.7272727272727273,29.181818181818183,20.78787878787879,8.393939393939394,7.0,-0.48484848484848486,-10.636363636363637,5.060606060606059,-15.696969696969695,0.0,1
2012_W02_NYJ_at_PIT,2012,2,2012-09-16,PIT,NYJ,27,10,1,PIT,0.7272727272727273,21.78787878787879,14.848484848484848,6.939393939393941,7.0,0.6060606060606061,24.0,21.060606060606062,2.9393939393939377,7.0,0.12121212121212122,-2.212121212121211,-6.212121212121215,4.0000000000000036,0.0,1
2012_W02_OAK_at_MIA,2012,2,2012-09-16,MIA,OAK,35,13,1,MIA,0.3939393939393939,18.545454545454547,20.484848484848484,-1.9393939393939377,7.0,0.48484848484848486,23.727272727272727,25.03030303030303,-1.3030303030303045,6.0,-0.09090909090909094,-5.18181818181818,-4.545454545454547,-0.6363636363636331,1.0,1
2012_W02_TB_at_NYG,2012,2,2012-09-16,NYG,TB,41,34,1,NYG,0.5757575757575758,24.393939393939394,23.363636363636363,1.0303030303030312,11.0,0.45454545454545453,19.515151515151516,24.90909090909091,-5.3939393939393945,7.0,0.12121212121212127,4.878787878787879,-1.5454545454545467,6.424242424242426,4.0,1
2012_W02_TEN_at_SD,2012,2,2012-09-16,SD,TEN,38,10,1,SD,0.5454545454545454,26.333333333333332,21.606060606060606,4.727272727272727,6.0,0.45454545454545453,21.03030303030303,20.90909090909091,0.1212121212121211,7.0,0.09090909090909088,5.303030303030301,0.6969696969696955,4.6060606060606055,-1.0,1
2012_W02_WAS_at_STL,2012,2,2012-09-16,STL,WAS,31,28,1,STL,0.2727272727272727,15.303030303030303,23.09090909090909,-7.787878787878787,7.0,0.36363636363636365,19.09090909090909,23.515151515151516,-4.424242424242426,7.0,-0.09090909090909094,-3.787878787878787,-0.42424242424242564,-3.3636363636363615,0.0,1
2012_W02_DEN_at_ATL,2012,2,2012-09-17,ATL,DEN,27,21,1,ATL,0.7272727272727273,25.939393939393938,20.060606060606062,5.878787878787875,8.0,0.3939393939393939,20.727272727272727,26.666666666666668,-5.939393939393941,8.0,0.33333333333333337,5.212121212121211,-6.6060606060606055,11.818181818181817,0.0,1
2012_W03_NYG_at_CAR,2012,3,2012-09-20,CAR,NYG,7,36,0,NYG,0.2647058823529412,19.029411764705884,25.88235294117647,-6.852941176470587,4.0,0.5882352941176471,24.88235294117647,23.676470588235293,1.2058823529411775,4.0,-0.3235294117647059,-5.852941176470587,2.2058823529411775,-8.058823529411764,0.0,0
2012_W03_ATL_at_SD,2012,3,2012-09-23,SD,ATL,3,27,0,ATL,0.5588235294117647,26.676470588235293,21.264705882352942,5.4117647058823515,7.0,0.7352941176470589,25.970588235294116,20.08823529411765,5.8823529411764675,6.0,-0.17647058823529416,0.7058823529411775,1.1764705882352935,-0.470588235294116,1.0,0
2012_W03_BUF_at_CLE,2012,3,2012-09-23,CLE,BUF,14,24,0,BUF,0.2647058823529412,15.647058823529411,20.294117647058822,-4.647058823529411,7.0,0.3235294117647059,21.11764705882353,27.176470588235293,-6.0588235294117645,7.0,-0.05882352941176472,-5.470588235294118,-6.882352941176471,1.4117647058823533,0.0,0
2012_W03_CIN_at_WAS,2012,3,2012-09-23,WAS,CIN,31,38,0,CIN,0.35294117647058826,19.352941176470587,23.735294117647058,-4.382352941176471,7.0,0.4117647058823529,20.970588235294116,23.205882352941178,-2.2352941176470615,7.0,-0.05882352941176466,-1.617647058823529,0.5294117647058805,-2.1470588235294095,0.0,0
2012_W03_DET_at_TEN,2012,3,2012-09-23,TEN,DET,44,41,1,TEN,0.4411764705882353,20.705882352941178,21.41176470588235,-0.705882352941174,7.0,0.5,25.941176470588236,23.705882352941178,2.235294117647058,7.0,-0.05882352941176472,-5.235294117647058,-2.294117647058826,-2.941176470588232,0.0,1
2012_W03_HOU_at_DEN,2012,3,2012-09-23,DEN,HOU,25,31,0,HOU,0.38235294117647056,20.735294117647058,26.676470588235293,-5.9411764705882355,6.0,0.5294117647058824,24.352941176470587,21.235294117647058,3.117647058823529,7.0,-0.1470588235294118,-3.617647058823529,5.4411764705882355,-9.058823529411764,-1.0,0
2012_W03_JAX_at_IND,2012,3,2012-09-23,IND,JAX,17,22,0,JAX,0.38235294117647056,21.235294117647058,25.852941176470587,-4.617647058823529,7.0,0.38235294117647056,18.41176470588235,23.558823529411764,-5.147058823529413,7.0,0.0,2.8235294117647065,2.2941176470588225,0.529411764705884,0.0,0
2012_W03_KC_at_NO,2012,3,2012-09-23,NO,KC,24,27,0,KC,0.7058823529411765,29.11764705882353,21.205882352941178,7.9117647058823515,7.0,0.5,18.205882352941178,21.735294117647058,-3.5294117647058805,7.0,0.20588235294117652,10.911764705882351,-0.5294117647058805,11.441176470588232,0.0,0
2012_W03_NE_at_BAL,2012,3,2012-09-23,BAL,NE,31,30,1,BAL,0.7352941176470589,23.58823529411765,16.852941176470587,6.7352941176470615,7.0,0.8235294117647058,31.852941176470587,20.235294117647058,11.617647058823529,7.0,-0.08823529411764697,-8.264705882352938,-3.382352941176471,-4.8823529411764675,0.0,1
2012_W03_NYJ_at_MIA,2012,3,2012-09-23,MIA,NYJ,20,23,0,NYJ,0.4117647058823529,19.029411764705884,20.264705882352942,-1.235294117647058,7.0,0.5882352941176471,23.58823529411765,21.235294117647058,2.3529411764705905,7.0,-0.17647058823529416,-4.5588235294117645,-0.970588235294116,-3.5882352941176485,0.0,0
2012_W03_PHI_at_ARI,2012,3,2012-09-23,ARI,PHI,27,6,1,ARI,0.4411764705882353,18.852941176470587,24.0,-5.147058823529413,7.0,0.5882352941176471,25.764705882352942,21.88235294117647,3.882352941176471,7.0,-0.1470588235294118,-6.911764705882355,2.117647058823529,-9.029411764705884,0.0,1
2012_W03_PIT_at_OAK,2012,3,2012-09-23,OAK,PIT,34,31,1,OAK,0.47058823529411764,23.41176470588235,25.323529411764707,-1.911764705882355,7.0,0.7352941176470589,21.941176470588236,14.705882352941176,7.23529411764706,7.0,-0.26470588235294124,1.470588235294116,10.61764705882353,-9.147058823529415,0.0,1
2012_W03_SF_at_MIN,2012,3,2012-09-23,MIN,SF,24,13,1,MIN,0.29411764705882354,19.61764705882353,24.794117647058822,-5.1764705882352935,7.0,0.6176470588235294,21.823529411764707,18.11764705882353,3.7058823529411775,7.0,-0.3235294117647059,-2.2058823529411775,6.6764705882352935,-8.882352941176471,0.0,1
2012_W03_STL_at_CHI,2012,3,2012-09-23,CHI,STL,23,6,1,CHI,0.5882352941176471,21.705882352941178,19.735294117647058,1.9705882352941195,10.0,0.29411764705882354,15.764705882352942,23.235294117647058,-7.470588235294116,7.0,0.29411764705882354,5.9411764705882355,-3.5,9.441176470588236,3.0,1
2012_W03_TB_at_DAL,2012,3,2012-09-23,DAL,TB,16,10,1,DAL,0.4411764705882353,23.352941176470587,24.323529411764707,-0.9705882352941195,7.0,0.4411764705882353,19.941176470588236,25.38235294117647,-5.4411764705882355,7.0,0.0,3.4117647058823515,-1.0588235294117645,4.470588235294116,0.0,1
2012_W03_GB_at_SEA,2012,3,2012-09-24,SEA,GB,14,12,1,SEA,0.4411764705882353,19.823529411764707,22.029411764705884,-2.2058823529411775,8.0,0.7647058823529411,29.205882352941178,18.794117647058822,10.411764705882355,11.0,-0.32352941176470584,-9.382352941176471,3.2352941176470615,-12.617647058823533,-3.0,1
2012_W04_CLE_at_BAL,2012,4,2012-09-27,BAL,CLE,23,16,1,BAL,0.7428571428571429,23.8,17.228571428571428,6.571428571428573,4.0,0.2571428571428571,15.6,20.4,-4.799999999999999,4.0,0.48571428571428577,8.200000000000001,-3.171428571428571,11.371428571428572,0.0,1
2012_W04_CAR_at_ATL,2012,4,2012-09-30,ATL,CAR,30,28,1,ATL,0.7428571428571429,26.0,19.6,6.399999999999999,7.0,0.2571428571428571,18.685714285714287,26.17142857142857,-7.485714285714284,10.0,0.48571428571428577,7.314285714285713,-6.571428571428569,13.885714285714283,-3.0,1
2012_W04_CIN_at_JAX,2012,4,2012-09-30,JAX,CIN,10,27,0,CIN,0.4,18.514285714285716,23.37142857142857,-4.857142857142854,7.0,0.42857142857142855,21.457142857142856,23.428571428571427,-1.9714285714285715,7.0,-0.028571428571428525,-2.9428571428571395,-0.05714285714285694,-2.8857142857142826,0.0,0
2012_W04_MIA_at_ARI,2012,4,2012-09-30,ARI,MIA,24,21,1,ARI,0.45714285714285713,19.085714285714285,23.485714285714284,-4.399999999999999,7.0,0.4,19.057142857142857,20.34285714285714,-1.2857142857142847,7.0,0.057142857142857106,0.02857142857142847,3.1428571428571423,-3.114285714285714,0.0,1
2012_W04_MIN_at_DET,2012,4,2012-09-30,DET,MIN,13,20,0,MIN,0.4857142857142857,26.37142857142857,24.285714285714285,2.0857142857142854,7.0,0.3142857142857143,19.742857142857144,24.457142857142856,-4.714285714285712,7.0,0.17142857142857143,6.628571428571426,-0.17142857142857082,6.799999999999997,0.0,0
2012_W04_NE_at_BUF,2012,4,2012-09-30,BUF,NE,28,52,0,NE,0.34285714285714286,21.2,26.8,-5.600000000000001,7.0,0.8,31.8,20.542857142857144,11.257142857142856,7.0,-0.4571428571428572,-10.600000000000001,6.257142857142856,-16.857142857142858,0.0,0
2012_W04_NO_at_GB,2012,4,2012-09-30,GB,NO,28,27,1,GB,0.7428571428571429,28.714285714285715,18.65714285714286,10.057142857142857,6.0,0.6857142857142857,28.97142857142857,21.37142857142857,7.600000000000001,7.0,0.05714285714285716,-0.25714285714285623,-2.7142857142857117,2.4571428571428555,-1.0,1
2012_W04_NYG_at_PHI,2012,4,2012-09-30,PHI,NYG,19,17,1,PHI,0.5714285714285714,25.2,22.02857142857143,3.171428571428571,7.0,0.6,25.2,23.2,2.0,10.0,-0.02857142857142858,0.0,-1.1714285714285708,1.1714285714285708,-3.0,1
2012_W04_OAK_at_DEN,2012,4,2012-09-30,DEN,OAK,37,6,1,DEN,0.37142857142857144,20.857142857142858,26.8,-5.942857142857143,7.0,0.4857142857142857,23.714285714285715,25.485714285714284,-1.7714285714285687,7.0,-0.11428571428571427,-2.8571428571428577,1.3142857142857167,-4.171428571428574,0.0,1
2012_W04_SD_at_KC,2012,4,2012-09-30,KC,SD,20,37,0,SD,0.5142857142857142,18.457142857142856,21.8,-3.342857142857145,7.0,0.5428571428571428,26.0,21.428571428571427,4.571428571428573,7.0,-0.02857142857142858,-7.5428571428571445,0.37142857142857366,-7.914285714285718,0.0,0
2012_W04_SEA_at_STL,2012,4,2012-09-30,STL,SEA,19,13,1,STL,0.2857142857142857,15.485714285714286,23.228571428571428,-7.742857142857142,7.0,0.45714285714285713,19.65714285714286,21.742857142857144,-2.0857142857142854,6.0,-0.17142857142857143,-4.171428571428573,1.485714285714284,-5.657142857142857,1.0,1
2012_W04_SF_at_NYJ,2012,4,2012-09-30,NYJ,SF,0,34,0,SF,0.6,23.571428571428573,21.2,2.3714285714285737,7.0,0.6,21.571428571428573,18.285714285714285,3.2857142857142883,7.0,0.0,2.0,2.9142857142857146,-0.9142857142857146,0.0,0
2012_W04_TEN_at_HOU,2012,4,2012-09-30,HOU,TEN,38,14,1,HOU,0.5428571428571428,24.542857142857144,21.34285714285714,3.200000000000003,7.0,0.45714285714285713,21.37142857142857,21.97142857142857,-0.6000000000000014,7.0,0.08571428571428569,3.1714285714285744,-0.6285714285714299,3.8000000000000043,0.0,1
2012_W04_WAS_at_TB,2012,4,2012-09-30,TB,WAS,22,24,0,WAS,0.42857142857142855,19.65714285714286,25.114285714285714,-5.4571428571428555,7.0,0.34285714285714286,19.685714285714287,24.142857142857142,-4.4571428571428555,7.0,0.08571428571428569,-0.02857142857142847,0.9714285714285715,-1.0,0.0,0
2012_W04_CHI_at_DAL,2012,4,2012-10-01,DAL,CHI,18,34,0,CHI,0.45714285714285713,23.142857142857142,23.914285714285715,-0.7714285714285722,8.0,0.6,21.742857142857144,19.34285714285714,2.400000000000002,8.0,-0.14285714285714285,1.3999999999999986,4.571428571428573,-3.1714285714285744,0.0,0
2012_W05_ARI_at_STL,2012,5,2012-10-04,STL,ARI,17,3,1,STL,0.3055555555555556,15.583333333333334,22.944444444444443,-7.361111111111109,4.0,0.4722222222222222,19.22222222222222,23.416666666666668,-4.194444444444446,4.0,-0.16666666666666663,-3.6388888888888875,-0.472222222222225,-3.1666666666666625,0.0,1
2012_W05_ATL_at_WAS,2012,5,2012-10-07,WAS,ATL,17,24,0,ATL,0.3611111111111111,19.805555555555557,24.083333333333332,-4.277777777777775,7.0,0.75,26.11111111111111,19.833333333333332,6.277777777777779,7.0,-0.3888888888888889,-6.305555555555554,4.25,-10.555555555555554,0.0,0
2012_W05_BAL_at_KC,2012,5,2012-10-07,KC,BAL,6,9,0,BAL,0.5,18.5,22.22222222222222,-3.7222222222222214,7.0,0.75,23.77777777777778,17.194444444444443,6.583333333333336,10.0,-0.25,-5.277777777777779,5.027777777777779,-10.305555555555557,-3.0,0
2012_W05_BUF_at_SF,2012,5,2012-10-07,SF,BUF,45,3,1,SF,0.6111111111111112,21.916666666666668,17.77777777777778,4.138888888888889,7.0,0.3333333333333333,21.38888888888889,27.5,-6.111111111111111,7.0,0.27777777777777785,0.5277777777777786,-9.722222222222221,10.25,0.0,1
2012_W05_CHI_at_JAX,2012,5,2012-10-07,JAX,CHI,3,41,0,CHI,0.3888888888888889,18.27777777777778,23.47222222222222,-5.194444444444443,7.0,0.6111111111111112,22.083333333333332,19.305555555555557,2.777777777777775,6.0,-0.22222222222222227,-3.8055555555555536,4.166666666666664,-7.972222222222218,1.0,0
2012_W05_CLE_at_NYG,2012,5,2012-10-07,NYG,CLE,41,27,1,NYG,0.5833333333333334,24.97222222222222,23.083333333333332,1.8888888888888893,7.0,0.25,15.61111111111111,20.47222222222222,-4.861111111111111,10.0,0.33333333333333337,9.36111111111111,2.6111111111111107,6.75,-3.0,1
2012_W05_DEN_at_NE,2012,5,2012-10-07,NE,DEN,31,21,1,NE,0.8055555555555556,32.361111111111114,20.75,11.611111111111114,7.0,0.3888888888888889,21.305555555555557,26.22222222222222,-4.916666666666664,7.0,0.4166666666666667,11.055555555555557,-5.472222222222221,16.52777777777778,0.0,1
2012_W05_GB_at_IND,2012,5,2012-10-07,IND,GB,30,27,1,IND,0.37142857142857144,21.114285714285714,25.742857142857144,-4.62857142857143,14.0,0.75,28.694444444444443,18.88888888888889,9.805555555555554,7.0,-0.37857142857142856,-7.580158730158729,6.8539682539682545,-14.434126984126983,7.0,1
2012_W05_MIA_at_CIN,2012,5,2012-10-07,CIN,MIA,13,17,0,MIA,0.4444444444444444,21.61111111111111,23.055555555555557,-1.4444444444444464,7.0,0.3888888888888889,19.11111111111111,20.444444444444443,-1.3333333333333321,7.0,0.055555555555555525,2.5,2.6111111111111143,-0.11111111111111427,0.0,0
2012_W05_PHI_at_PIT,2012,5,2012-10-07,PIT,PHI,16,14,1,PIT,0.7142857142857143,22.2,15.257142857142858,6.942857142857141,14.0,0.5833333333333334,25.02777777777778,21.88888888888889,3.1388888888888893,7.0,0.13095238095238093,-2.8277777777777793,-6.631746031746031,3.803968253968252,7.0,1
2012_W05_SD_at_NO,2012,5,2012-10-07,NO,SD,31,24,1,NO,0.6666666666666666,28.916666666666668,21.555555555555557,7.361111111111111,7.0,0.5555555555555556,26.305555555555557,21.38888888888889,4.916666666666668,7.0,0.11111111111111105,2.6111111111111107,0.16666666666666785,2.444444444444443,0.0,1
2012_W05_SEA_at_CAR,2012,5,2012-10-07,CAR,SEA,12,16,0,SEA,0.25,18.944444444444443,26.27777777777778,-7.333333333333336,7.0,0.4444444444444444,19.47222222222222,21.666666666666668,-2.1944444444444464,7.0,-0.19444444444444442,-0.5277777777777786,4.611111111111111,-5.138888888888889,0.0,0
2012_W05_TEN_at_MIN,2012,5,2012-10-07,MIN,TEN,30,7,1,MIN,0.3333333333333333,19.75,24.13888888888889,-4.388888888888889,7.0,0.4444444444444444,21.166666666666668,22.416666666666668,-1.25,7.0,-0.1111111111111111,-1.4166666666666679,1.7222222222222214,-3.1388888888888893,0.0,1
2012_W05_HOU_at_NYJ,2012,5,2012-10-08,NYJ,HOU,17,23,0,HOU,0.5833333333333334,22.916666666666668,21.555555555555557,1.3611111111111107,8.0,0.5555555555555556,24.916666666666668,21.13888888888889,3.7777777777777786,8.0,0.02777777777777779,-2.0,0.41666666666666785,-2.416666666666668,0.0,0
2012_W06_PIT_at_TEN,2012,6,2012-10-11,TEN,PIT,26,23,1,TEN,0.43243243243243246,20.783783783783782,22.62162162162162,-1.8378378378378386,4.0,0.7222222222222222,22.02777777777778,15.222222222222221,6.805555555555557,4.0,-0.28978978978978975,-1.2439939939939961,7.3993993993994,-8.643393393393396,0.0,1
2012_W06_BUF_at_ARI,2012,6,2012-10-14,ARI,BUF,16,19,0,BUF,0.4594594594594595,18.783783783783782,23.243243243243242,-4.45945945945946,10.0,0.32432432432432434,20.89189189189189,27.972972972972972,-7.081081081081081,7.0,0.13513513513513514,-2.108108108108109,-4.72972972972973,2.621621621621621,3.0,0
2012_W06_CIN_at_CLE,2012,6,2012-10-14,CLE,CIN,34,24,1,CLE,0.24324324324324326,15.91891891891892,21.027027027027028,-5.108108108108109,7.0,0.43243243243243246,21.37837837837838,22.89189189189189,-1.5135135135135123,7.0,-0.1891891891891892,-5.45945945945946,-1.8648648648648631,-3.5945945945945965,0.0,1
2012_W06_DAL_at_BAL,2012,6,2012-10-14,BAL,DAL,31,29,1,BAL,0.7567567567567568,23.37837837837838,16.89189189189189,6.486486486486488,7.0,0.4444444444444444,23.0,24.194444444444443,-1.1944444444444429,13.0,0.3123123123123124,0.37837837837837895,-7.302552552552552,7.680930930930931,-6.0,1
2012_W06_DET_at_PHI,2012,6,2012-10-14,PHI,DET,23,26,0,DET,0.5675675675675675,24.72972972972973,21.72972972972973,3.0,7.0,0.4722222222222222,26.0,24.166666666666668,1.8333333333333321,14.0,0.09534534534534533,-1.2702702702702702,-2.436936936936938,1.1666666666666679,-7.0,0
2012_W06_GB_at_HOU,2012,6,2012-10-14,HOU,GB,24,42,0,GB,0.5675675675675675,24.864864864864863,21.027027027027028,3.837837837837835,6.0,0.7297297297297297,28.64864864864865,19.18918918918919,9.45945945945946,7.0,-0.16216216216216217,-3.783783783783786,1.8378378378378386,-5.621621621621625,-1.0,0
2012_W06_IND_at_NYJ,2012,6,2012-10-14,NYJ,IND,35,9,1,NYJ,0.5675675675675675,22.756756756756758,21.594594594594593,1.162162162162165,6.0,0.3888888888888889,21.36111111111111,25.77777777777778,-4.416666666666668,7.0,0.17867867867867865,1.3956456456456472,-4.183183183183186,5.578828828828833,-1.0,1
2012_W06_KC_at_TB,2012,6,2012-10-14,TB,KC,38,10,1,TB,0.4166666666666667,19.72222222222222,25.083333333333332,-5.361111111111111,14.0,0.4864864864864865,18.16216216216216,21.864864864864863,-3.7027027027027017,7.0,-0.06981981981981983,1.56006006006006,3.218468468468469,-1.658408408408409,7.0,1
2012_W06_MIN_at_WAS,2012,6,2012-10-14,WAS,MIN,38,26,1,WAS,0.35135135135135137,19.72972972972973,24.08108108108108,-4.351351351351351,7.0,0.35135135135135137,20.027027027027028,23.675675675675677,-3.648648648648649,7.0,0.0,-0.29729729729729826,0.4054054054054035,-0.7027027027027017,0.0,1
2012_W06_NE_at_SEA,2012,6,2012-10-14,SEA,NE,24,23,1,SEA,0.4594594594594595,19.37837837837838,21.405405405405407,-2.027027027027028,7.0,0.8108108108108109,32.32432432432432,20.756756756756758,11.567567567567565,7.0,-0.35135135135135137,-12.945945945945944,0.6486486486486491,-13.594594594594593,0.0,1
