game_id,season,week,gameday,home_team,away_team,home_score,away_score,home_win,winner_team
2013_W03_CHI_at_PIT,2013,3,2013-09-22,PIT,CHI,23,40,0,CHI
2013_W03_CLE_at_MIN,2013,3,2013-09-22,MIN,CLE,27,31,0,CLE
2013_W03_DET_at_WAS,2013,3,2013-09-22,WAS,DET,20,27,0,DET
2013_W03_GB_at_CIN,2013,3,2013-09-22,CIN,GB,34,30,1,CIN
2013_W03_HOU_at_BAL,2013,3,2013-09-22,BAL,HOU,30,9,1,BAL
2013_W03_IND_at_SF,2013,3,2013-09-22,SF,IND,7,27,0,IND
2013_W03_JAX_at_SEA,2013,3,2013-09-22,SEA,JAX,45,17,1,SEA
2013_W03_NYG_at_CAR,2013,3,2013-09-22,CAR,NYG,38,0,1,CAR
2013_W03_SD_at_TEN,2013,3,2013-09-22,TEN,SD,20,17,1,TEN
2013_W03_STL_at_DAL,2013,3,2013-09-22,DAL,STL,31,7,1,DAL
2013_W03_TB_at_NE,2013,3,2013-09-22,NE,TB,23,3,1,NE
2013_W03_OAK_at_DEN,2013,3,2013-09-23,DEN,OAK,37,21,1,DEN
2013_W04_SF_at_STL,2013,4,2013-09-26,STL,SF,11,35,0,SF
2013_W04_ARI_at_TB,2013,4,2013-09-29,TB,ARI,10,13,0,ARI
2013_W04_BAL_at_BUF,2013,4,2013-09-29,BUF,BAL,23,20,1,BUF
2013_W04_CHI_at_DET,2013,4,2013-09-29,DET,CHI,40,32,1,DET
2013_W04_CIN_at_CLE,2013,4,2013-09-29,CLE,CIN,17,6,1,CLE
2013_W04_DAL_at_SD,2013,4,2013-09-29,SD,DAL,30,21,1,SD
2013_W04_IND_at_JAX,2013,4,2013-09-29,JAX,IND,3,37,0,IND
2013_W04_NE_at_ATL,2013,4,2013-09-29,ATL,NE,23,30,0,NE
2013_W04_NYG_at_KC,2013,4,2013-09-29,KC,NYG,31,7,1,KC
2013_W04_NYJ_at_TEN,2013,4,2013-09-29,TEN,NYJ,38,13,1,TEN
2013_W04_PHI_at_DEN,2013,4,2013-09-29,DEN,PHI,52,20,1,DEN
2013_W04_PIT_at_MIN,2013,4,2013-09-29,MIN,PIT,34,27,1,MIN
2013_W04_SEA_at_HOU,2013,4,2013-09-29,HOU,SEA,20,23,0,SEA
2013_W04_WAS_at_OAK,2013,4,2013-09-29,OAK,WAS,14,24,0,WAS
2013_W04_MIA_at_NO,2013,4,2013-09-30,NO,MIA,38,17,1,NO
2013_W05_BUF_at_CLE,2013,5,2013-10-03,CLE,BUF,37,24,1,CLE
2013_W05_BAL_at_MIA,2013,5,2013-10-06,MIA,BAL,23,26,0,BAL
2013_W05_CAR_at_ARI,2013,5,2013-10-06,ARI,CAR,22,6,1,ARI
2013_W05_DEN_at_DAL,2013,5,2013-10-06,DAL,DEN,48,51,0,DEN
2013_W05_DET_at_GB,2013,5,2013-10-06,GB,DET,22,9,1,GB
2013_W05_HOU_at_SF,2013,5,2013-10-06,SF,HOU,34,3,1,SF
2013_W05_JAX_at_STL,2013,5,2013-10-06,STL,JAX,34,20,1,STL
2013_W05_KC_at_TEN,2013,5,2013-10-06,TEN,KC,17,26,0,KC
2013_W05_NE_at_CIN,2013,5,2013-10-06,CIN,NE,13,6,1,CIN
2013_W05_NO_at_CHI,2013,5,2013-10-06,CHI,NO,18,26,0,NO
2013_W05_PHI_at_NYG,2013,5,2013-10-06,NYG,PHI,21,36,0,PHI
2013_W05_SD_at_OAK,2013,5,2013-10-06,OAK,SD,27,17,1,OAK
2013_W05_SEA_at_IND,2013,5,2013-10-06,IND,SEA,34,28,1,IND
2013_W05_NYJ_at_ATL,2013,5,2013-10-07,ATL,NYJ,28,30,0,NYJ
2013_W06_NYG_at_CHI,2013,6,2013-10-10,CHI,NYG,27,21,1,CHI
2013_W06_ARI_at_SF,2013,6,2013-10-13,SF,ARI,32,20,1,SF
2013_W06_CAR_at_MIN,2013,6,2013-10-13,MIN,CAR,10,35,0,CAR
2013_W06_CIN_at_BUF,2013,6,2013-10-13,BUF,CIN,24,27,0,CIN
2013_W06_DET_at_CLE,2013,6,2013-10-13,CLE,DET,17,31,0,DET
2013_W06_GB_at_BAL,2013,6,2013-10-13,BAL,GB,17,19,0,GB
2013_W06_JAX_at_DEN,2013,6,2013-10-13,DEN,JAX,35,19,1,DEN
2013_W06_NO_at_NE,2013,6,2013-10-13,NE,NO,30,27,1,NE
2013_W06_OAK_at_KC,2013,6,2013-10-13,KC,OAK,24,7,1,KC
2013_W06_PHI_at_TB,2013,6,2013-10-13,TB,PHI,20,31,0,PHI
2013_W06_PIT_at_NYJ,2013,6,2013-10-13,NYJ,PIT,6,19,0,PIT
2013_W06_STL_at_HOU,2013,6,2013-10-13,HOU,STL,13,38,0,STL
2013_W06_TEN_at_SEA,2013,6,2013-10-13,SEA,TEN,20,13,1,SEA
2013_W06_WAS_at_DAL,2013,6,2013-10-13,DAL,WAS,31,16,1,DAL
2013_W06_IND_at_SD,2013,6,2013-10-14,SD,IND,19,9,1,SD
2013_W07_SEA_at_ARI,2013,7,2013-10-17,ARI,SEA,22,34,0,SEA
2013_W07_BAL_at_PIT,2013,7,2013-10-20,PIT,BAL,19,16,1,PIT
2013_W07_BUF_at_MIA,2013,7,2013-10-20,MIA,BUF,21,23,0,BUF
2013_W07_CHI_at_WAS,2013,7,2013-10-20,WAS,CHI,45,41,1,WAS
2013_W07_CIN_at_DET,2013,7,2013-10-20,DET,CIN,24,27,0,CIN
2013_W07_CLE_at_GB,2013,7,2013-10-20,GB,CLE,31,13,1,GB
2013_W07_DAL_at_PHI,2013,7,2013-10-20,PHI,DAL,3,17,0,DAL
2013_W07_DEN_at_IND,2013,7,2013-10-20,IND,DEN,39,33,1,IND
2013_W07_HOU_at_KC,2013,7,2013-10-20,KC,HOU,17,16,1,KC
2013_W07_NE_at_NYJ,2013,7,2013-10-20,NYJ,NE,30,27,1,NYJ
2013_W07_SD_at_JAX,2013,7,2013-10-20,JAX,SD,6,24,0,SD
2013_W07_SF_at_TEN,2013,7,2013-10-20,TEN,SF,17,31,0,SF
2013_W07_STL_at_CAR,2013,7,2013-10-20,CAR,STL,30,15,1,CAR
2013_W07_TB_at_ATL,2013,7,2013-10-20,ATL,TB,31,23,1,ATL
2013_W07_MIN_at_NYG,2013,7,2013-10-21,NYG,MIN,23,7,1,NYG
2013_W08_CAR_at_TB,2013,8,2013-10-24,TB,CAR,13,31,0,CAR
2013_W08_ATL_at_ARI,2013,8,2013-10-27,ARI,ATL,27,13,1,ARI
2013_W08_BUF_at_NO,2013,8,2013-10-27,NO,BUF,35,17,1,NO
2013_W08_CLE_at_KC,2013,8,2013-10-27,KC,CLE,23,17,1,KC
2013_W08_DAL_at_DET,2013,8,2013-10-27,DET,DAL,31,30,1,DET
2013_W08_GB_at_MIN,2013,8,2013-10-27,MIN,GB,31,44,0,GB
2013_W08_MIA_at_NE,2013,8,2013-10-27,NE,MIA,27,17,1,NE
2013_W08_NYG_at_PHI,2013,8,2013-10-27,PHI,NYG,7,15,0,NYG
2013_W08_NYJ_at_CIN,2013,8,2013-10-27,CIN,NYJ,49,9,1,CIN
2013_W08_PIT_at_OAK,2013,8,2013-10-27,OAK,PIT,21,18,1,OAK
2013_W08_SF_at_JAX,2013,8,2013-10-27,JAX,SF,10,42,0,SF
2013_W08_WAS_at_DEN,2013,8,2013-10-27,DEN,WAS,45,21,1,DEN
2013_W08_SEA_at_STL,2013,8,2013-10-28,STL,SEA,9,14,0,SEA
2013_W09_CIN_at_MIA,2013,9,2013-10-31,MIA,CIN,22,20,1,MIA
2013_W09_ATL_at_CAR,2013,9,2013-11-03,CAR,ATL,34,10,1,CAR
2013_W09_BAL_at_CLE,2013,9,2013-11-03,CLE,BAL,24,18,1,CLE
2013_W09_IND_at_HOU,2013,9,2013-11-03,HOU,IND,24,27,0,IND
2013_W09_KC_at_BUF,2013,9,2013-11-03,BUF,KC,13,23,0,KC
2013_W09_MIN_at_DAL,2013,9,2013-11-03,DAL,MIN,27,23,1,DAL
2013_W09_NO_at_NYJ,2013,9,2013-11-03,NYJ,NO,26,20,1,NYJ
2013_W09_PHI_at_OAK,2013,9,2013-11-03,OAK,PHI,20,49,0,PHI
2013_W09_PIT_at_NE,2013,9,2013-11-03,NE,PIT,55,31,1,NE
2013_W09_SD_at_WAS,2013,9,2013-11-03,WAS,SD,30,24,1,WAS
2013_W09_TB_at_SEA,2013,9,2013-11-03,SEA,TB,27,24,1,SEA
2013_W09_TEN_at_STL,2013,9,2013-11-03,STL,TEN,21,28,0,TEN
2013_W09_CHI_at_GB,2013,9,2013-11-04,GB,CHI,20,27,0,CHI
2013_W10_WAS_at_MIN,2013,10,2013-11-07,MIN,WAS,34,27,1,MIN
2013_W10_BUF_at_PIT,2013,10,2013-11-10,PIT,BUF,23,10,1,PIT
2013_W10_CAR_at_SF,2013,10,2013-11-10,SF,CAR,9,10,0,CAR
2013_W10_CIN_at_BAL,2013,10,2013-11-10,BAL,CIN,20,17,1,BAL
2013_W10_DAL_at_NO,2013,10,2013-11-10,NO,DAL,49,17,1,NO
2013_W10_DEN_at_SD,2013,10,2013-11-10,SD,DEN,20,28,0,DEN
2013_W10_DET_at_CHI,2013,10,2013-11-10,CHI,DET,19,21,0,DET
2013_W10_HOU_at_ARI,2013,10,2013-11-10,ARI,HOU,27,24,1,ARI
2013_W10_JAX_at_TEN,2013,10,2013-11-10,TEN,JAX,27,29,0,JAX
2013_W10_OAK_at_NYG,2013,10,2013-11-10,NYG,OAK,24,20,1,NYG
2013_W10_PHI_at_GB,2013,10,2013-11-10,GB,PHI,13,27,0,PHI
2013_W10_SEA_at_ATL,2013,10,2013-11-10,ATL,SEA,10,33,0,SEA
2013_W10_STL_at_IND,2013,10,2013-11-10,IND,STL,8,38,0,STL
2013_W10_MIA_at_TB,2013,10,2013-11-11,TB,MIA,22,19,1,TB
2013_W11_IND_at_TEN,2013,11,2013-11-14,TEN,IND,27,30,0,IND
2013_W11_ARI_at_JAX,2013,11,2013-11-17,JAX,ARI,14,27,0,ARI
2013_W11_ATL_at_TB,2013,11,2013-11-17,TB,ATL,41,28,1,TB
2013_W11_BAL_at_CHI,2013,11,2013-11-17,CHI,BAL,23,20,1,CHI
2013_W11_CLE_at_CIN,2013,11,2013-11-17,CIN,CLE,41,20,1,CIN
2013_W11_DET_at_PIT,2013,11,2013-11-17,PIT,DET,37,27,1,PIT
2013_W11_GB_at_NYG,2013,11,2013-11-17,NYG,GB,27,13,1,NYG
2013_W11_KC_at_DEN,2013,11,2013-11-17,DEN,KC,27,17,1,DEN
2013_W11_MIN_at_SEA,2013,11,2013-11-17,SEA,MIN,41,20,1,SEA
2013_W11_NYJ_at_BUF,2013,11,2013-11-17,BUF,NYJ,37,14,1,BUF
2013_W11_OAK_at_HOU,2013,11,2013-11-17,HOU,OAK,23,28,0,OAK
2013_W11_SD_at_MIA,2013,11,2013-11-17,MIA,SD,20,16,1,MIA
2013_W11_SF_at_NO,2013,11,2013-11-17,NO,SF,23,20,1,NO
2013_W11_WAS_at_PHI,2013,11,2013-11-17,PHI,WAS,24,16,1,PHI
2013_W11_NE_at_CAR,2013,11,2013-11-18,CAR,NE,24,20,1,CAR
2013_W12_NO_at_ATL,2013,12,2013-11-21,ATL,NO,13,17,0,NO
2013_W12_CAR_at_MIA,2013,12,2013-11-24,MIA,CAR,16,20,0,CAR
2013_W12_CHI_at_STL,2013,12,2013-11-24,STL,CHI,42,21,1,STL
2013_W12_DAL_at_NYG,2013,12,2013-11-24,NYG,DAL,21,24,0,DAL
2013_W12_DEN_at_NE,2013,12,2013-11-24,NE,DEN,34,31,1,NE
2013_W12_IND_at_ARI,2013,12,2013-11-24,ARI,IND,40,11,1,ARI
2013_W12_JAX_at_HOU,2013,12,2013-11-24,HOU,JAX,6,13,0,JAX
2013_W12_MIN_at_GB,2013,12,2013-11-24,GB,MIN,26,26,0,MIN
2013_W12_NYJ_at_BAL,2013,12,2013-11-24,BAL,NYJ,19,3,1,BAL
2013_W12_PIT_at_CLE,2013,12,2013-11-24,CLE,PIT,11,27,0,PIT
2013_W12_SD_at_KC,2013,12,2013-11-24,KC,SD,38,41,0,SD
2013_W12_TB_at_DET,2013,12,2013-11-24,DET,TB,21,24,0,TB
2013_W12_TEN_at_OAK,2013,12,2013-11-24,OAK,TEN,19,23,0,TEN
2013_W12_SF_at_WAS,2013,12,2013-11-25,WAS,SF,6,27,0,SF
2013_W13_GB_at_DET,2013,13,2013-11-28,DET,GB,40,10,1,DET
2013_W13_OAK_at_DAL,2013,13,2013-11-28,DAL,OAK,31,24,1,DAL
2013_W13_PIT_at_BAL,2013,13,2013-11-28,BAL,PIT,22,20,1,BAL
2013_W13_ARI_at_PHI,2013,13,2013-12-01,PHI,ARI,24,21,1,PHI
2013_W13_ATL_at_BUF,2013,13,2013-12-01,BUF,ATL,31,34,0,ATL
2013_W13_CHI_at_MIN,2013,13,2013-12-01,MIN,CHI,23,20,1,MIN
2013_W13_CIN_at_SD,2013,13,2013-12-01,SD,CIN,10,17,0,CIN
2013_W13_DEN_at_KC,2013,13,2013-12-01,KC,DEN,28,35,0,DEN
2013_W13_JAX_at_CLE,2013,13,2013-12-01,CLE,JAX,28,32,0,JAX
2013_W13_MIA_at_NYJ,2013,13,2013-12-01,NYJ,MIA,3,23,0,MIA
2013_W13_NE_at_HOU,2013,13,2013-12-01,HOU,NE,31,34,0,NE
2013_W13_NYG_at_WAS,2013,13,2013-12-01,WAS,NYG,17,24,0,NYG
2013_W13_STL_at_SF,2013,13,2013-12-01,SF,STL,23,13,1,SF
2013_W13_TB_at_CAR,2013,13,2013-12-01,CAR,TB,27,6,1,CAR
2013_W13_TEN_at_IND,2013,13,2013-12-01,IND,TEN,22,14,1,IND
2013_W13_NO_at_SEA,2013,13,2013-12-02,SEA,NO,34,7,1,SEA
2013_W14_HOU_at_JAX,2013,14,2013-12-05,JAX,HOU,27,20,1,JAX
2013_W14_ATL_at_GB,2013,14,2013-12-08,GB,ATL,22,21,1,GB
2013_W14_BUF_at_TB,2013,14,2013-12-08,TB,BUF,27,6,1,TB
2013_W14_CAR_at_NO,2013,14,2013-12-08,NO,CAR,31,13,1,NO
2013_W14_CLE_at_NE,2013,14,2013-12-08,NE,CLE,27,26,1,NE
2013_W14_DET_at_PHI,2013,14,2013-12-08,PHI,DET,34,20,1,PHI
2013_W14_IND_at_CIN,2013,14,2013-12-08,CIN,IND,42,28,1,CIN
2013_W14_KC_at_WAS,2013,14,2013-12-08,WAS,KC,10,45,0,KC
2013_W14_MIA_at_PIT,2013,14,2013-12-08,PIT,MIA,28,34,0,MIA
2013_W14_MIN_at_BAL,2013,14,2013-12-08,BAL,MIN,29,26,1,BAL
2013_W14_NYG_at_SD,2013,14,2013-12-08,SD,NYG,37,14,1,SD
2013_W14_OAK_at_NYJ,2013,14,2013-12-08,NYJ,OAK,37,27,1,NYJ
2013_W14_SEA_at_SF,2013,14,2013-12-08,SF,SEA,19,17,1,SF
2013_W14_STL_at_ARI,2013,14,2013-12-08,ARI,STL,30,10,1,ARI
2013_W14_TEN_at_DEN,2013,14,2013-12-08,DEN,TEN,51,28,1,DEN
2013_W14_DAL_at_CHI,2013,14,2013-12-09,CHI,DAL,45,28,1,CHI
2013_W15_SD_at_DEN,2013,15,2013-12-12,DEN,SD,20,27,0,SD
2013_W15_ARI_at_TEN,2013,15,2013-12-15,TEN,ARI,34,37,0,ARI
2013_W15_BUF_at_JAX,2013,15,2013-12-15,JAX,BUF,20,27,0,BUF
2013_W15_CHI_at_CLE,2013,15,2013-12-15,CLE,CHI,31,38,0,CHI
2013_W15_CIN_at_PIT,2013,15,2013-12-15,PIT,CIN,30,20,1,PIT
2013_W15_GB_at_DAL,2013,15,2013-12-15,DAL,GB,36,37,0,GB
2013_W15_HOU_at_IND,2013,15,2013-12-15,IND,HOU,25,3,1,IND
2013_W15_KC_at_OAK,2013,15,2013-12-15,OAK,KC,31,56,0,KC
2013_W15_NE_at_MIA,2013,15,2013-12-15,MIA,NE,24,20,1,MIA
2013_W15_NO_at_STL,2013,15,2013-12-15,STL,NO,27,16,1,STL
2013_W15_NYJ_at_CAR,2013,15,2013-12-15,CAR,NYJ,30,20,1,CAR
2013_W15_PHI_at_MIN,2013,15,2013-12-15,MIN,PHI,48,30,1,MIN
2013_W15_SEA_at_NYG,2013,15,2013-12-15,NYG,SEA,0,23,0,SEA
2013_W15_SF_at_TB,2013,15,2013-12-15,TB,SF,14,33,0,SF
2013_W15_WAS_at_ATL,2013,15,2013-12-15,ATL,WAS,27,26,1,ATL
2013_W15_BAL_at_DET,2013,15,2013-12-16,DET,BAL,16,18,0,BAL
2013_W16_ARI_at_SEA,2013,16,2013-12-22,SEA,ARI,10,17,0,ARI
2013_W16_CHI_at_PHI,2013,16,2013-12-22,PHI,CHI,54,11,1,PHI
2013_W16_CLE_at_NYJ,2013,16,2013-12-22,NYJ,CLE,24,13,1,NYJ
2013_W16_DAL_at_WAS,2013,16,2013-12-22,WAS,DAL,23,24,0,DAL
2013_W16_DEN_at_HOU,2013,16,2013-12-22,HOU,DEN,13,37,0,DEN
2013_W16_IND_at_KC,2013,16,2013-12-22,KC,IND,7,23,0,IND
2013_W16_MIA_at_BUF,2013,16,2013-12-22,BUF,MIA,19,0,1,BUF
2013_W16_MIN_at_CIN,2013,16,2013-12-22,CIN,MIN,42,14,1,CIN
2013_W16_NE_at_BAL,2013,16,2013-12-22,BAL,NE,7,41,0,NE
2013_W16_NO_at_CAR,2013,16,2013-12-22,CAR,NO,17,13,1,CAR
2013_W16_NYG_at_DET,2013,16,2013-12-22,DET,NYG,20,23,0,NYG
2013_W16_OAK_at_SD,2013,16,2013-12-22,SD,OAK,26,13,1,SD
2013_W16_PIT_at_GB,2013,16,2013-12-22,GB,PIT,31,38,0,PIT
2013_W16_TB_at_STL,2013,16,2013-12-22,STL,TB,23,13,1,STL
2013_W16_TEN_at_JAX,2013,16,2013-12-22,JAX,TEN,16,20,0,TEN
2013_W16_ATL_at_SF,2013,16,2013-12-23,SF,ATL,34,24,1,SF
2013_W17_BAL_at_CIN,2013,17,2013-12-29,CIN,BAL,34,17,1,CIN
2013_W17_BUF_at_NE,2013,17,2013-12-29,NE,BUF,34,20,1,NE
2013_W17_CAR_at_ATL,2013,17,2013-12-29,ATL,CAR,20,21,0,CAR
2013_W17_CLE_at_PIT,2013,17,2013-12-29,PIT,CLE,20,7,1,PIT
2013_W17_DEN_at_OAK,2013,17,2013-12-29,OAK,DEN,14,34,0,DEN
2013_W17_DET_at_MIN,2013,17,2013-12-29,MIN,DET,14,13,1,MIN
2013_W17_GB_at_CHI,2013,17,2013-12-29,CHI,GB,28,33,0,GB
2013_W17_HOU_at_TEN,2013,17,2013-12-29,TEN,HOU,16,10,1,TEN
2013_W17_JAX_at_IND,2013,17,2013-12-29,IND,JAX,30,10,1,IND
2013_W17_KC_at_SD,2013,17,2013-12-29,SD,KC,27,24,1,SD
2013_W17_NYJ_at_MIA,2013,17,2013-12-29,MIA,NYJ,7,20,0,NYJ
2013_W17_PHI_at_DAL,2013,17,2013-12-29,DAL,PHI,22,24,0,PHI
2013_W17_SF_at_ARI,2013,17,2013-12-29,ARI,SF,20,23,0,SF
2013_W17_STL_at_SEA,2013,17,2013-12-29,SEA,STL,27,9,1,SEA
2013_W17_TB_at_NO,2013,17,2013-12-29,NO,TB,42,17,1,NO
2013_W17_WAS_at_NYG,2013,17,2013-12-29,NYG,WAS,20,6,1,NYG
2014_W01_GB_at_SEA,2014,1,2014-09-04,SEA,GB,36,16,1,SEA
2014_W01_BUF_at_CHI,2014,1,2014-09-07,CHI,BUF,20,23,0,BUF
2014_W01_CAR_at_TB,2014,1,2014-09-07,TB,CAR,14,20,0,CAR
2014_W01_CIN_at_BAL,2014,1,2014-09-07,BAL,CIN,16,23,0,CIN
2014_W01_CLE_at_PIT,2014,1,2014-09-07,PIT,CLE,30,27,1,PIT
2014_W01_IND_at_DEN,2014,1,2014-09-07,DEN,IND,31,24,1,DEN
2014_W01_JAX_at_PHI,2014,1,2014-09-07,PHI,JAX,34,17,1,PHI
2014_W01_MIN_at_STL,2014,1,2014-09-07,STL,MIN,6,34,0,MIN
2014_W01_NE_at_MIA,2014,1,2014-09-07,MIA,NE,33,20,1,MIA
2014_W01_NO_at_ATL,2014,1,2014-09-07,ATL,NO,37,34,1,ATL
2014_W01_OAK_at_NYJ,2014,1,2014-09-07,NYJ,OAK,19,14,1,NYJ
2014_W01_SF_at_DAL,2014,1,2014-09-07,DAL,SF,17,28,0,SF
2014_W01_TEN_at_KC,2014,1,2014-09-07,KC,TEN,10,26,0,TEN
2014_W01_WAS_at_HOU,2014,1,2014-09-07,HOU,WAS,17,6,1,HOU
2014_W01_NYG_at_DET,2014,1,2014-09-08,DET,NYG,35,14,1,DET
2014_W01_SD_at_ARI,2014,1,2014-09-08,ARI,SD,18,17,1,ARI
2014_W02_PIT_at_BAL,2014,2,2014-09-11,BAL,PIT,26,6,1,BAL
2014_W02_ARI_at_NYG,2014,2,2014-09-14,NYG,ARI,14,25,0,ARI
2014_W02_ATL_at_CIN,2014,2,2014-09-14,CIN,ATL,24,10,1,CIN
2014_W02_CHI_at_SF,2014,2,2014-09-14,SF,CHI,20,28,0,CHI
2014_W02_DAL_at_TEN,2014,2,2014-09-14,TEN,DAL,10,26,0,DAL
2014_W02_DET_at_CAR,2014,2,2014-09-14,CAR,DET,24,7,1,CAR
2014_W02_HOU_at_OAK,2014,2,2014-09-14,OAK,HOU,14,30,0,HOU
2014_W02_JAX_at_WAS,2014,2,2014-09-14,WAS,JAX,41,10,1,WAS
2014_W02_KC_at_DEN,2014,2,2014-09-14,DEN,KC,24,17,1,DEN
2014_W02_MIA_at_BUF,2014,2,2014-09-14,BUF,MIA,29,10,1,BUF
2014_W02_NE_at_MIN,2014,2,2014-09-14,MIN,NE,7,30,0,NE
2014_W02_NO_at_CLE,2014,2,2014-09-14,CLE,NO,26,24,1,CLE
2014_W02_NYJ_at_GB,2014,2,2014-09-14,GB,NYJ,31,24,1,GB
2014_W02_SEA_at_SD,2014,2,2014-09-14,SD,SEA,30,21,1,SD
2014_W02_STL_at_TB,2014,2,2014-09-14,TB,STL,17,19,0,STL
2014_W02_PHI_at_IND,2014,2,2014-09-15,IND,PHI,27,30,0,PHI
2014_W03_TB_at_ATL,2014,3,2014-09-18,ATL,TB,56,14,1,ATL
2014_W03_BAL_at_CLE,2014,3,2014-09-21,CLE,BAL,21,23,0,BAL
2014_W03_DAL_at_STL,2014,3,2014-09-21,STL,DAL,31,34,0,DAL
2014_W03_DEN_at_SEA,2014,3,2014-09-21,SEA,DEN,26,20,1,SEA
2014_W03_GB_at_DET,2014,3,2014-09-21,DET,GB,19,7,1,DET
2014_W03_HOU_at_NYG,2014,3,2014-09-21,NYG,HOU,30,17,1,NYG
2014_W03_IND_at_JAX,2014,3,2014-09-21,JAX,IND,17,44,0,IND
2014_W03_KC_at_MIA,2014,3,2014-09-21,MIA,KC,15,34,0,KC
2014_W03_MIN_at_NO,2014,3,2014-09-21,NO,MIN,20,9,1,NO
2014_W03_OAK_at_NE,2014,3,2014-09-21,NE,OAK,16,9,1,NE
2014_W03_PIT_at_CAR,2014,3,2014-09-21,CAR,PIT,19,37,0,PIT
2014_W03_SD_at_BUF,2014,3,2014-09-21,BUF,SD,10,22,0,SD
2014_W03_SF_at_ARI,2014,3,2014-09-21,ARI,SF,23,14,1,ARI
2014_W03_TEN_at_CIN,2014,3,2014-09-21,CIN,TEN,33,7,1,CIN
2014_W03_WAS_at_PHI,2014,3,2014-09-21,PHI,WAS,37,34,1,PHI
2014_W03_CHI_at_NYJ,2014,3,2014-09-22,NYJ,CHI,19,27,0,CHI
2014_W04_NYG_at_WAS,2014,4,2014-09-25,WAS,NYG,14,45,0,NYG
2014_W04_ATL_at_MIN,2014,4,2014-09-28,MIN,ATL,41,28,1,MIN
2014_W04_BUF_at_HOU,2014,4,2014-09-28,HOU,BUF,23,17,1,HOU
2014_W04_CAR_at_BAL,2014,4,2014-09-28,BAL,CAR,38,10,1,BAL
2014_W04_DET_at_NYJ,2014,4,2014-09-28,NYJ,DET,17,24,0,DET
2014_W04_GB_at_CHI,2014,4,2014-09-28,CHI,GB,17,38,0,GB
2014_W04_JAX_at_SD,2014,4,2014-09-28,SD,JAX,33,14,1,SD
2014_W04_MIA_at_OAK,2014,4,2014-09-28,OAK,MIA,14,38,0,MIA
2014_W04_NO_at_DAL,2014,4,2014-09-28,DAL,NO,38,17,1,DAL
2014_W04_PHI_at_SF,2014,4,2014-09-28,SF,PHI,26,21,1,SF
2014_W04_TB_at_PIT,2014,4,2014-09-28,PIT,TB,24,27,0,TB
2014_W04_TEN_at_IND,2014,4,2014-09-28,IND,TEN,41,17,1,IND
2014_W04_NE_at_KC,2014,4,2014-09-29,KC,NE,41,14,1,KC
2014_W05_MIN_at_GB,2014,5,2014-10-02,GB,MIN,42,10,1,GB
2014_W05_ARI_at_DEN,2014,5,2014-10-05,DEN,ARI,41,20,1,DEN
2014_W05_ATL_at_NYG,2014,5,2014-10-05,NYG,ATL,30,20,1,NYG
2014_W05_BAL_at_IND,2014,5,2014-10-05,IND,BAL,20,13,1,IND
2014_W05_BUF_at_DET,2014,5,2014-10-05,DET,BUF,14,17,0,BUF
2014_W05_CHI_at_CAR,2014,5,2014-10-05,CAR,CHI,31,24,1,CAR
2014_W05_CIN_at_NE,2014,5,2014-10-05,NE,CIN,43,17,1,NE
2014_W05_CLE_at_TEN,2014,5,2014-10-05,TEN,CLE,28,29,0,CLE
2014_W05_HOU_at_DAL,2014,5,2014-10-05,DAL,HOU,20,17,1,DAL
2014_W05_KC_at_SF,2014,5,2014-10-05,SF,KC,22,17,1,SF
2014_W05_NYJ_at_SD,2014,5,2014-10-05,SD,NYJ,31,0,1,SD
2014_W05_PIT_at_JAX,2014,5,2014-10-05,JAX,PIT,9,17,0,PIT
2014_W05_STL_at_PHI,2014,5,2014-10-05,PHI,STL,34,28,1,PHI
2014_W05_TB_at_NO,2014,5,2014-10-05,NO,TB,37,31,1,NO
2014_W05_SEA_at_WAS,2014,5,2014-10-06,WAS,SEA,17,27,0,SEA
2014_W06_IND_at_HOU,2014,6,2014-10-09,HOU,IND,28,33,0,IND
2014_W06_BAL_at_TB,2014,6,2014-10-12,TB,BAL,17,48,0,BAL
2014_W06_CAR_at_CIN,2014,6,2014-10-12,CIN,CAR,37,37,0,CAR
2014_W06_CHI_at_ATL,2014,6,2014-10-12,ATL,CHI,13,27,0,CHI
2014_W06_DAL_at_SEA,2014,6,2014-10-12,SEA,DAL,23,30,0,DAL
2014_W06_DEN_at_NYJ,2014,6,2014-10-12,NYJ,DEN,17,31,0,DEN
2014_W06_DET_at_MIN,2014,6,2014-10-12,MIN,DET,3,17,0,DET
2014_W06_GB_at_MIA,2014,6,2014-10-12,MIA,GB,24,27,0,GB
2014_W06_JAX_at_TEN,2014,6,2014-10-12,TEN,JAX,16,14,1,TEN
2014_W06_NE_at_BUF,2014,6,2014-10-12,BUF,NE,22,37,0,NE
2014_W06_NYG_at_PHI,2014,6,2014-10-12,PHI,NYG,27,0,1,PHI
2014_W06_PIT_at_CLE,2014,6,2014-10-12,CLE,PIT,31,10,1,CLE
2014_W06_SD_at_OAK,2014,6,2014-10-12,OAK,SD,28,31,0,SD
2014_W06_WAS_at_ARI,2014,6,2014-10-12,ARI,WAS,30,20,1,ARI
2014_W06_SF_at_STL,2014,6,2014-10-13,STL,SF,17,31,0,SF
2014_W07_NYJ_at_NE,2014,7,2014-10-16,NE,NYJ,27,25,1,NE
2014_W07_ARI_at_OAK,2014,7,2014-10-19,OAK,ARI,13,24,0,ARI
